ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
74,Wrong_Rationale_3,Gold discoveries occurred mainly in the West and were not a primary cause of North-South conflict. Conflicts with Native Americans were ongoing but not a cause of the Civil War. Constitutional disagreements were present but centered on slavery and states' rights.,Wrong_Rationale_3,Gold discoveries occurred mainly in the West and were not a primary cause of North-South conflict. Conflicts with Native Americans were ongoing but not a cause of the Civil War. Constitutional disagreements were present but centered on slavery and states' rights.,"Los descubrimientos de oro ocurrieron principalmente en el Oeste y no fueron una causa principal del conflicto Norte-Sur. Los conflictos con los nativos americanos continuaban, pero no fueron una causa de la Guerra Civil. Hubo desacuerdos constitucionales, pero se centraban en la esclavitud y los derechos de los estados.","____ ________ _____ ____ _____ __ _____ ___ ___ _____ _______ ______ ___ ______ _______. ____ ________ __ __________ ________ ______ ____ __ ___ _____ _____ _______. ____ ____ ______ ________ _____ ____ ______ ___ ________ _____ ________.","Les découvertes d’or ont eu lieu principalement à l’Ouest et n’ont pas été une cause majeure du conflit Nord-Sud. Les conflits avec les Amérindiens étaient permanents mais n’étaient pas une cause de la guerre de Sécession. Les désaccords constitutionnels existaient, mais portaient sur l’esclavage et les droits des États.","____ __ ___ _______ ______ ___ ___ __ __ _____-______ ______ __ _____ ____ ____ ___ ___ __________ __ ___ ______ ____ __, _____ __ ________ __ ____ ____ ___ _________ ______ _____ __, _____ __ _____ __ _______ __ ________ __ ________ ___",_ ___ __ ____ _____ __ ___ __ ___ ____. _____ ___ ______ _____ ___ ____. ___ ___ _____ ____ __ ___ ____ ___.,"Ang mga pagtuklas ng ginto ay nangyari pangunahin sa Kanluran at hindi naging pangunahing sanhi ng alitan sa pagitan ng Hilaga at Timog. Ang mga alitan sa Katutubong Amerikano ay nagpapatuloy ngunit hindi naging sanhi ng Digmaang Sibil. Mayroon mang mga hindi pagkakasundo tungkol sa Konstitusyon, ngunit nakatuon ito sa pagkaalipin at karapatan ng mga estado.",Vi_c phát hi_n vàng x_y ra ch_ y_u _ mi_n Tây và không ph_i là nguyên nhân chính c_a xung __t B_c-Nam. Các cu_c xung __t v_i ng__i M_ b_n __a v_n ti_p di_n nh_ng không ph_i là nguyên nhân c_a N_i chi_n. Các b_t __ng v_ Hi_n pháp có t_n t_i nh_ng t_p trung vào ch_ __ nô l_ và quy_n c_a các bang.,__________________________________________________________________________,
75,Question,What was one important thing that Abraham Lincoln did?,Question,What was one important thing that Abraham Lincoln did?,¿Cuál fue una cosa importante que hizo Abraham Lincoln?,__ __ _____ _____ ____ ____ _______ _______,Quelle est une chose importante qu'Abraham Lincoln a faite ?,_______ _____ __ __ __________ ___ ____ ____ __?,_____ ___ _ ___ __ _____?,Ano ang isang mahalagang bagay na ginawa ni Abraham Lincoln?,M_t _i_u quan tr_ng mà Abraham Lincoln _ã làm là gì?,____·_______________,
75,Correct_Answer_1,freed the slaves (Emancipation Proclamation),Correct_Answer_1,freed the slaves (Emancipation Proclamation),liberó a los esclavos (Proclamación de Emancipación),___ ______ (_____ _______),a libéré les esclaves (Proclamation d'émancipation),_____ __ _____ ____ (______ _____),___ ____ (______),pinalaya ang mga alipin (Proklamasyon ng Emansipasyon),gi_i phóng nô l_ (Tuyên ngôn Gi_i phóng Nô l_),___________,
75,Correct_Rationale_1,"During the war, he issued the Emancipation Proclamation, which freed slaves in the Confederacy.",Correct_Rationale_1,"During the war, he issued the Emancipation Proclamation, which freed slaves in the Confederacy.","Durante la guerra, emitió la Proclamación de Emancipación, que liberó a los esclavos en la Confederación.","____ ______ ____ _____ _______ ____ ___ ______ __ ____________.","Pendant la guerre, il a publié la Proclamation d'émancipation, qui a libéré les esclaves de la Confédération.","_____ __ _____, ________ ______ _____ ____ __, _____ ___ __ _____ __ ________ _____",__ _ __ _______ ____ __ ___ ____ _______.,"Sa panahon ng digmaan, inilabas niya ang Proklamasyon ng Emansipasyon na nagpalaya sa mga alipin sa Konpederasyon.","Trong chi_n tranh, ông ban hành Tuyên ngôn Gi_i phóng Nô l_, gi_i phóng nô l_ _ Liên minh mi_n Nam.",____________________________,
75,Correct_Answer_2,saved (or preserved) the Union,Correct_Answer_2,saved (or preserved) the Union,salvó (o preservó) la Unión,____ (__ ____ ___) _______,a sauvé (ou préservé) l'Union,___ __ _____ (__ ________ ___),___ ___ (__ ____),iniligtas (o pinanatili) ang Unyon,c_u (ho_c duy trì) Liên bang,__________,
75,Correct_Rationale_2,He prevented the secession of the South and kept the United States as one nation.,Correct_Rationale_2,He prevented the secession of the South and kept the United States as one nation.,Impidió la secesión del Sur y mantuvo a Estados Unidos como una sola nación.,___ ______ ______ _____ ________ _______ ____ _____.,Il a empêché la sécession du Sud et a maintenu les États-Unis comme une seule nation.,________ ______ __ _____ __ ____ __ _______ _____ __ __ _______ ____ ____,__ ___ ___ __ ___ ___ ___ ______.,Pinigilan niya ang paghihiwalay ng Timog at pinanatili ang Estados Unidos bilang isang bansa.,Ông ng_n ch_n s_ ly khai c_a mi_n Nam và gi_ cho Hoa K_ là m_t qu_c gia th_ng nh_t.,________________________,
75,Correct_Answer_3,led the United States during the Civil War,Correct_Answer_3,led the United States during the Civil War,dirigió a los Estados Unidos durante la Guerra Civil,___ ________ _______ ____ _____ _______,a dirigé les États-Unis pendant la guerre de Sécession,________ __ _____ _______ _____ __ _______ ____,____ __ ___ ____,pinamunuan ang Estados Unidos sa panahon ng Digmaang Sibil,lãnh __o Hoa K_ trong cu_c N_i chi_n,____________,
75,Correct_Rationale_3,"He led the Union as President during the nation's greatest crisis, the Civil War.",Correct_Rationale_3,"He led the Union as President during the nation's greatest crisis, the Civil War.","Dirigió a la Unión como presidente durante la mayor crisis de la nación, la Guerra Civil.","___ _______ _____ ____ ____ ____ ______ _____ _______.","Il a dirigé l'Union en tant que président lors de la plus grande crise de la nation, la guerre de Sécession.","________ _______ __ ____ ____ ____, ________ __ _____ __________ __ ___ ___ ___ __ _______ _____",__ ___ __ _ ___ ____ __ ______ ___ ______.,"Pinamunuan niya ang Unyon bilang pangulo sa pinakamalaking krisis ng bansa, ang Digmaang Sibil.","Ông lãnh __o Liên bang v_i t_ cách T_ng th_ng trong cu_c kh_ng ho_ng l_n nh_t c_a qu_c gia, N_i chi_n.",_____________——____________,
75,Wrong_Answer_1,"wrote the Declaration of Independence, was the first President, gave women the right to vote",Wrong_Answer_1,"wrote the Declaration of Independence, was the first President, gave women the right to vote","escribió la Declaración de Independencia, fue el primer presidente, dio a las mujeres el derecho al voto","___ _____ __________ ___ ___ _____ ____ ______ __ _______","a écrit la Déclaration d'indépendance, fut le premier président, donna aux femmes le droit de vote","__________ __ _____ ____, ____ __________ ___, _______ __ ___ ____ __ ______ ____","__ ____ ____, _ __ ______, ____ ____ ___","sumulat ng Deklarasyon ng Kalayaan, naging unang pangulo, nagbigay ng karapatang bumoto sa kababaihan","vi_t Tuyên ngôn __c l_p, là t_ng th_ng __u tiên, trao quy_n b_u c_ cho ph_ n_",_______________________,
75,Wrong_Rationale_1,"The Declaration of Independence was written by Thomas Jefferson, not Abraham Lincoln. The first President was George Washington, not Lincoln. Women's right to vote was secured by the 19th Amendment in 1920, long after Lincoln's death in 1865.",Wrong_Rationale_1,"The Declaration of Independence was written by Thomas Jefferson, not Abraham Lincoln. The first President was George Washington, not Lincoln. Women's right to vote was secured by the 19th Amendment in 1920, long after Lincoln's death in 1865.","La Declaración de Independencia fue escrita por Thomas Jefferson, no por Abraham Lincoln. El primer presidente fue George Washington, no Lincoln. El derecho al voto de las mujeres fue garantizado por la 19ª Enmienda en 1920, mucho después de la muerte de Lincoln en 1865.","_____ _________ ____ ______ _____ ________ ____ _______ ______. ___ ____ ___ ____ _______ ____ ______. __ ______ __ _______ __ ______ ________ ______ ___ ___ 1920_ ___ ____ ______ __ 1865 ____ ____.","La Déclaration d'indépendance a été rédigée par Thomas Jefferson, pas par Abraham Lincoln. Le premier président était George Washington, pas Lincoln. Le droit de vote des femmes a été obtenu par le 19e amendement en 1920, bien après la mort de Lincoln en 1865.","__________ __ _____ ____ _______ __ ____ __, _ __ _______ _____ ___ ____ __________ _____ ________ __, _ __ ______ _______ __ ___ __ ______ 1920 ___ 19___ ______ __ ____, __ _____ __ 1865 ___ ______ __ ____ ___ ____","__ ____ _____ ___ __ ___ ____ ______. _ __ ____ ___ __ __ ________. ___ ____ 1920_ _19_ ______ ______, __ 1865_ ___ __ __ __ _____.","Ang Deklarasyon ng Kalayaan ay isinulat ni Thomas Jefferson, hindi ni Abraham Lincoln. Ang unang pangulo ay si George Washington, hindi si Lincoln. Ang karapatang bumoto ng mga kababaihan ay nakamit sa ika-19 na susog noong 1920, matagal matapos mamatay si Lincoln noong 1865.","Tuyên ngôn __c l_p ___c vi_t b_i Thomas Jefferson, không ph_i Abraham Lincoln. T_ng th_ng __u tiên là George Washington, không ph_i Lincoln. Quy_n b_u c_ c_a ph_ n_ ___c b_o __m b_i Tu chính án th_ 19 n_m 1920, lâu sau cái ch_t c_a Lincoln vào n_m 1865.",___________·____________________·________________1920_______________1865______,
75,Wrong_Answer_2,"founded the Republican Party, built the transcontinental railroad, discovered electricity",Wrong_Answer_2,"founded the Republican Party, built the transcontinental railroad, discovered electricity","fundó el Partido Republicano, construyó el ferrocarril transcontinental, descubrió la electricidad","___ _____ _________ ___ _____ ________ _______ ________ _____ ________","a fondé le Parti républicain, a construit le chemin de fer transcontinental, a découvert l'électricité","_________ ______ __ _______ __, _________________ ______ __ _______ ____, _____ __ ___ __","____ ____, _______ ____, ___ ____","itinatag ang Partido Republikano, itinayo ang transcontinental na riles, nadiskubre ang kuryente","thành l_p __ng C_ng hòa, xây d_ng ___ng s_t xuyên l_c __a, phát hi_n ra _i_n",___________________,
75,Wrong_Rationale_2,"While Lincoln was a Republican, the party was founded in 1854 before his presidency. The transcontinental railroad was built by private companies with government support, not directly by Lincoln. Electricity was discovered and studied by scientists like Benjamin Franklin, not Lincoln.",Wrong_Rationale_2,"While Lincoln was a Republican, the party was founded in 1854 before his presidency. The transcontinental railroad was built by private companies with government support, not directly by Lincoln. Electricity was discovered and studied by scientists like Benjamin Franklin, not Lincoln.","Aunque Lincoln era republicano, el partido fue fundado en 1854 antes de su presidencia. El ferrocarril transcontinental fue construido por empresas privadas con apoyo del gobierno, no directamente por Lincoln. La electricidad fue descubierta y estudiada por científicos como Benjamin Franklin, no por Lincoln.","___ _____ __ __ ______ ___ _________ ___ __ _____ ____ ___ 1854 ___ ______. __ ____ _____ ________ _______ _______ ______ _____ ____ ____ __ ________ ____ ______ ______ ______. ________ __ ________ ________ __ ___ _____ ___ _______ _________ ____ ______.","Bien que Lincoln fût républicain, le parti a été fondé en 1854 avant sa présidence. Le chemin de fer transcontinental a été construit par des entreprises privées avec le soutien du gouvernement, pas directement par Lincoln. L'électricité a été découverte et étudiée par des scientifiques comme Benjamin Franklin, pas par Lincoln.","_______ _____ _________ __, ______ __ _______ 1854 ___ ____ __________ __ __ ____ ___ ___ _________________ ______ ____ ________ __ _____ __ ______ __ _____ __, ____ _____ __ _____ _____ __ ___ __ ______ ___________ ____ ________ _________ __ ____ __, _____ __ _____","___ ________, ____ __ ___ __ ___ 1854__ _______. _______ ___ ___ __ __ ___ ___ ___, ___ __ _ __ ____. ___ ___ ___ ___ _____ __ _____ ____ ______.","Bagama't si Lincoln ay isang Republikano, ang partido ay naitatag noong 1854 bago ang kanyang pagkapangulo. Ang transcontinental na riles ay itinayo ng mga pribadong kumpanya na may suporta ng pamahalaan, hindi direktang ni Lincoln. Ang kuryente ay natuklasan at pinag-aralan ng mga siyentipiko tulad ni Benjamin Franklin, hindi ni Lincoln.","M_c dù Lincoln là m_t __ng viên C_ng hòa, nh_ng __ng này _ã ___c thành l_p vào n_m 1854 tr__c khi ông làm t_ng th_ng. ___ng s_t xuyên l_c __a ___c xây d_ng b_i các công ty t_ nhân v_i s_ h_ tr_ c_a chính ph_, không ph_i tr_c ti_p do Lincoln. _i_n ___c phát hi_n và nghiên c_u b_i các nhà khoa h_c nh_ Benjamin Franklin, không ph_i Lincoln.",_______________1854_____________________________________________________·______________________,
75,Wrong_Answer_3,"wrote the Constitution, was a Supreme Court Justice, invented the telephone",Wrong_Answer_3,"wrote the Constitution, was a Supreme Court Justice, invented the telephone","escribió la Constitución, fue juez de la Corte Suprema, inventó el teléfono","___ ________ ___ ______ __ _______ _______ _____ ______","a écrit la Constitution, fut juge à la Cour suprême, inventa le téléphone","_______ ____, ________ ________ __ _________ ___, _______ __ ________ ____","___ ____, ______, ___ ____","sumulat ng Konstitusyon, naging Mahistrado ng Korte Suprema, imbento ang telepono","vi_t Hi_n pháp, là th_m phán Tòa án T_i cao, phát minh ra _i_n tho_i",___________________,
75,Wrong_Rationale_3,"The Constitution was primarily written by James Madison and other founding fathers, not Lincoln. Lincoln was never a Supreme Court Justice; he was President. The telephone was invented by Alexander Graham Bell in 1876, after Lincoln's death.",Wrong_Rationale_3,"The Constitution was primarily written by James Madison and other founding fathers, not Lincoln. Lincoln was never a Supreme Court Justice; he was President. The telephone was invented by Alexander Graham Bell in 1876, after Lincoln's death.","La Constitución fue escrita principalmente por James Madison y otros padres fundadores, no por Lincoln. Lincoln nunca fue juez de la Corte Suprema; fue presidente. El teléfono fue inventado por Alexander Graham Bell en 1876, después de la muerte de Lincoln.","_______ ___ ______ ____ _____ ______ ____ _______ _____ ______ ______ ____ ______. __ ___ ______ ______ __ _______ ______ ______ ___ ______. ______ ______ _______ ______ ___ ___ 1876 ___ ____ ______.","La Constitution a été principalement rédigée par James Madison et d'autres pères fondateurs, pas par Lincoln. Lincoln n'a jamais été juge à la Cour suprême; il était président. Le téléphone a été inventé par Alexander Graham Bell en 1876, après la mort de Lincoln.","_______ _____ ___ __ _____ ______ __ ____ ________ ______ ______ ____ ___ __, _ __ _____ _______ _____ ___ ________ ________ __ _________ ____ __; __ __________ ___ _______ __ ________ 1876 ___ __________ ______ ___ __ ____ __, _____ __ ______ __ ____","___ __ ___ ____ __ ___ _____ __ ___ ___, ___ ___ __ ____. ___ ____ _ __ ____ ________. ___ ___ ___ __ 1876_ ____ ____ __ ______.","Ang Konstitusyon ay pangunahing isinulat ni James Madison at iba pang mga tagapagtatag, hindi ni Lincoln. Hindi kailanman naging Mahistrado ng Korte Suprema si Lincoln; siya ay naging pangulo. Ang telepono ay naimbento ni Alexander Graham Bell noong 1876, matapos ang pagkamatay ni Lincoln.","Hi_n pháp ch_ y_u do James Madison và các nhà l_p qu_c khác vi_t, không ph_i Lincoln. Lincoln ch_a bao gi_ là th_m phán Tòa án T_i cao; ông là t_ng th_ng. _i_n tho_i ___c phát minh b_i Alexander Graham Bell n_m 1876, sau khi Lincoln qua __i.",_________·______________________________________________·____·___1876____________,
76,Question,What did the Emancipation Proclamation do?,Question,What did the Emancipation Proclamation do?,¿Qué hizo la Proclamación de Emancipación?,____ ___ _____ _____ _______,Qu'a fait la Proclamation d'émancipation ?,______ ________ __ ____ ____?,____ ___ ____?,Ano ang ginawa ng Proklamasyon ng Emansipasyon?,Tuyên ngôn Gi_i phóng _ã làm gì?,___________,
76,Correct_Answer_1,freed the slaves,Correct_Answer_1,freed the slaves,liberó a los esclavos,___ ______,a libéré les esclaves,_____ __ _____ ____,___ ____,pinalaya ang mga alipin,gi_i phóng nô l_,_____,
76,Correct_Rationale_1,The Emancipation Proclamation declared freedom for enslaved people.,Correct_Rationale_1,The Emancipation Proclamation declared freedom for enslaved people.,La Proclamación de Emancipación declaró la libertad de las personas esclavizadas.,____ _____ _____ ______ ____ __________.,La Proclamation d'émancipation a déclaré la liberté des personnes réduites en esclavage.,______ ________ __ ___ ____ __ _____ __ ___ __________ __ _____ ___,____ ___ __ __ ____ ___ ____.,Ang Proklamasyon ng Emansipasyon ay nagdeklara ng kalayaan para sa mga inalipin.,Tuyên ngôn Gi_i phóng tuyên b_ t_ do cho nh_ng ng__i b_ b_t làm nô l_.,_______________,
76,Correct_Answer_2,freed slaves in the Confederacy,Correct_Answer_2,freed slaves in the Confederacy,liberó a los esclavos en la Confederación,___ ______ __ ____________,a libéré les esclaves dans la Confédération,______ ___ _____ __ _____ ____,__ ____ ____ ____,pinalaya ang mga alipin sa Confederacy,gi_i phóng nô l_ _ Liên minh mi_n Nam,__________,
76,Correct_Rationale_2,"Specifically, it freed slaves in the states that were in rebellion (the Confederacy).",Correct_Rationale_2,"Specifically, it freed slaves in the states that were in rebellion (the Confederacy).","Específicamente, liberó a los esclavos en los estados que estaban en rebelión (la Confederación).","___ ___ ________ ___ ______ __ ________ ____ ____ __ ____ (____________).","Plus précisément, il a libéré les esclaves dans les États en rébellion (la Confédération).","_____ ___ __, ____ __ _______ ___ _____ __ _____ ____ __ _______ ___ __ (______)_","_____, __ ___ _(__ __)_ ____ ____.","Partikular, pinalaya nito ang mga alipin sa mga estadong naghimagsik (Confederacy).","C_ th_, nó gi_i phóng nô l_ _ các bang n_i lo_n (Liên minh).",_______________________,
76,Correct_Answer_3,freed slaves in the Confederate states,Correct_Answer_3,freed slaves in the Confederate states,liberó a los esclavos en los estados confederados,___ ______ __ ________ ____________,a libéré les esclaves dans les États confédérés,______ _______ ___ _____ __ _____ ____,__ __ ___ ____ ____,pinalaya ang mga alipin sa mga estadong Confederate,gi_i phóng nô l_ _ các bang thu_c Liên minh mi_n Nam,_________,
76,Correct_Rationale_3,The proclamation applied to slaves in states that had seceded from the Union.,Correct_Rationale_3,The proclamation applied to slaves in states that had seceded from the Union.,La proclamación se aplicó a los esclavos en los estados que se habían separado de la Unión.,_____ _______ ___ ______ __ ________ ____ ______ __ _______.,La proclamation s'appliquait aux esclaves dans les États qui avaient fait sécession de l'Union.,________ __ _______ __ _____ __ ____ ___ _________ ___ __ _____ __ ____ ___,_ ___ ____ ___ __ _____ _____.,Ang proklamasyon ay inilapat sa mga alipin sa mga estadong humiwalay sa Unyon.,Tuyên ngôn áp d_ng cho nô l_ _ các bang _ã tách kh_i Liên bang.,_________________,
76,Correct_Answer_4,freed slaves in most Southern states,Correct_Answer_4,freed slaves in most Southern states,liberó a los esclavos en la mayoría de los estados del sur,___ ______ __ ____ ________ ________,a libéré les esclaves dans la plupart des États du Sud,_______ _______ _______ ___ _____ __ _____ ____,____ __ ___ ____ ____,pinalaya ang mga alipin sa karamihan ng mga estadong Timog,gi_i phóng nô l_ _ h_u h_t các bang mi_n Nam,____________,
76,Correct_Rationale_4,It freed slaves in the rebellious Southern states during the Civil War.,Correct_Rationale_4,It freed slaves in the rebellious Southern states during the Civil War.,Liberó a los esclavos en los estados sureños rebeldes durante la Guerra Civil.,___ ______ __ ________ ________ ________ ____ _____ _______.,Il a libéré les esclaves dans les États du Sud rebelles pendant la guerre de Sécession.,____ ________ __ _____ ________ _______ _______ ___ _____ __ _____ _____,__ __ _ ___ ___ __ __ ____ ____.,Pinalaya nito ang mga alipin sa mga estadong rebelde sa Timog noong Digmaang Sibil.,Nó gi_i phóng nô l_ _ các bang mi_n Nam n_i lo_n trong N_i chi_n.,_____________________,
76,Wrong_Answer_1,"freed all the slaves, declared independence from Britain",Wrong_Answer_1,"freed all the slaves, declared independence from Britain","liberó a todos los esclavos, declaró la independencia de Gran Bretaña","___ ____ _______ ____ _________ __ ________","a libéré tous les esclaves, a déclaré l'indépendance vis-à-vis de la Grande-Bretagne","___ _____ __ _____ ____, _______ __ __________ __ _____ __","__ ___ ____, ______ ___ ____","pinalaya ang lahat ng alipin, idineklara ang kalayaan mula sa Britanya","gi_i phóng t_t c_ nô l_, tuyên b_ __c l_p kh_i Anh",________________,
76,Wrong_Rationale_1,"Technically, the Emancipation Proclamation did not free slaves in the border states that remained in the Union; the 13th Amendment completed that process. Declaring independence from Britain was done by the Declaration of Independence in 1776, not the Emancipation Proclamation.",Wrong_Rationale_1,"Technically, the Emancipation Proclamation did not free slaves in the border states that remained in the Union; the 13th Amendment completed that process. Declaring independence from Britain was done by the Declaration of Independence in 1776, not the Emancipation Proclamation.","Técnicamente, la Proclamación de Emancipación no liberó a los esclavos en los estados fronterizos que permanecieron en la Unión; la Enmienda 13 completó ese proceso. La independencia de Gran Bretaña fue declarada por la Declaración de Independencia en 1776, no por la Proclamación de Emancipación.","_______ __ ____ _____ _____ ______ ______ __ ________ ________ ____ ____ __ ________ _______ ______ ___ ____ ___ _______. _____ _________ __ ________ __ ______ _____ _________ __ 1776_ ____ _____ _____ ______.","Techniquement, la Proclamation d'émancipation n'a pas libéré les esclaves dans les États frontaliers restés dans l'Union ; le 13e amendement a achevé ce processus. La déclaration d'indépendance de la Grande-Bretagne a été faite par la Déclaration d'indépendance en 1776, pas par la Proclamation d'émancipation.","______ ___ __, ______ ________ __ ___ ___ ___ _________ _______ ___ _____ __ _____ ____ ____; 13___ ______ __ __ _________ __ ____ _____ _______ __ __________ __ _____ 1776 ___ __________ __ _____ ______ __ __ __, _ __ ______ ________ _______","_____, ____ ___ __ __ __ __ ____ ____ ___. _ ___ _13_ ______ _____. _______ __ ___ 1776_ __ ____ __ ______, ____ ____.","Sa teknikal na paraan, hindi pinalaya ng Proklamasyon ng Emansipasyon ang mga alipin sa mga border states na nanatili sa Unyon; ang Ika-13 na Amyenda ang tumapos sa prosesong iyon. Ang deklarasyon ng kalayaan mula sa Britanya ay ginawa ng Deklarasyon ng Kalayaan noong 1776, hindi ng Proklamasyon ng Emansipasyon.","V_ m_t k_ thu_t, Tuyên ngôn Gi_i phóng không gi_i phóng nô l_ _ các bang biên gi_i còn _ l_i Liên bang; Tu chính án th_ 13 _ã hoàn t_t quá trình _ó. Vi_c tuyên b_ __c l_p kh_i Anh ___c th_c hi_n b_i Tuyên ngôn __c l_p n_m 1776, ch_ không ph_i Tuyên ngôn Gi_i phóng.",____________________________________13_________________1776___________________,
76,Wrong_Answer_2,"gave women the right to vote, ended the Civil War",Wrong_Answer_2,"gave women the right to vote, ended the Civil War","dio a las mujeres el derecho al voto, terminó la Guerra Civil","___ ______ __ ________ ____ _____ _______","a donné aux femmes le droit de vote, a mis fin à la guerre de Sécession","_______ __ ___ ____ __ ______ ____, ________ ______ ____","____ ____ __, __ ___ ___","nagbigay ng karapatan sa kababaihan na bumoto, tinapos ang Digmaang Sibil","trao cho ph_ n_ quy_n b_u c_, ch_m d_t N_i chi_n",_______________,
76,Wrong_Rationale_2,"Women's suffrage was achieved by the 19th Amendment in 1920, not the Emancipation Proclamation. While the Emancipation Proclamation was issued during the Civil War, it did not end the war; the war continued until 1865.",Wrong_Rationale_2,"Women's suffrage was achieved by the 19th Amendment in 1920, not the Emancipation Proclamation. While the Emancipation Proclamation was issued during the Civil War, it did not end the war; the war continued until 1865.","El sufragio femenino se logró con la Enmienda 19 en 1920, no con la Proclamación de Emancipación. Aunque la Proclamación de Emancipación se emitió durante la Guerra Civil, no terminó la guerra; la guerra continuó hasta 1865.","____ __ ______ __ _______ _____ _______ ______ ___ ___ 1920_ ____ _____ _____ ______. _____ ___ _____ _____ ______ ____ _____ ________ __ ____ ______ ______ _____ ___ ___ 1865.","Le droit de vote des femmes a été obtenu par le 19e amendement en 1920, pas par la Proclamation d'émancipation. Bien que la Proclamation d'émancipation ait été publiée pendant la guerre de Sécession, elle n'a pas mis fin à la guerre ; la guerre s'est poursuivie jusqu'en 1865.","_______ __ ________ 1920 ___ 19___ ______ ______ _______ ____ ___, _ __ ______ ________ ___ _______ ______ ________ ________ __ _____ ____ __ __ __, ____ _____ __ ______ ____ ____; _____ 1865 __ ____ ____","__ ____ 1920_ _19_ ______ _____, _____ __ __ ___. ____ __ __ __ ______ ___ ____ ___. ___ 1865___ _____.","Ang karapatang bumoto ng kababaihan ay nakamit sa pamamagitan ng Ika-19 na Amyenda noong 1920, hindi ng Proklamasyon ng Emansipasyon. Habang ang Proklamasyon ng Emansipasyon ay inilabas noong Digmaang Sibil, hindi nito tinapos ang digmaan; nagpatuloy ang digmaan hanggang 1865.","Quy_n b_u c_ c_a ph_ n_ __t ___c nh_ Tu chính án th_ 19 n_m 1920, không ph_i nh_ Tuyên ngôn Gi_i phóng. M_c dù Tuyên ngôn Gi_i phóng ___c ban hành trong N_i chi_n, nh_ng nó không k_t thúc chi_n tranh; cu_c chi_n kéo dài __n n_m 1865.",_________1920___19_____________________________________________________1865__,
76,Wrong_Answer_3,"established the Constitution, created the Bill of Rights",Wrong_Answer_3,"established the Constitution, created the Bill of Rights","estableció la Constitución, creó la Carta de Derechos","___ ________ ____ _____ ______","a établi la Constitution, a créé la Déclaration des droits","_______ _______ ____, ______ ______ _____",___ ____ _____ ____,"itinatag ang Konstitusyon, nilikha ang Bill of Rights","thành l_p Hi_n pháp, t_o ra Tuyên ngôn Nhân quy_n",_______________,
76,Wrong_Rationale_3,"The Constitution was established in 1787, long before the Emancipation Proclamation of 1863. The Bill of Rights was created as the first ten amendments to the Constitution in 1791, also predating the Emancipation Proclamation.",Wrong_Rationale_3,"The Constitution was established in 1787, long before the Emancipation Proclamation of 1863. The Bill of Rights was created as the first ten amendments to the Constitution in 1791, also predating the Emancipation Proclamation.","La Constitución se estableció en 1787, mucho antes de la Proclamación de Emancipación de 1863. La Carta de Derechos fue creada como las diez primeras enmiendas a la Constitución en 1791, también antes de la Proclamación de Emancipación.","__ _____ _______ ___ 1787_ ___ ___ ____ __ _____ _____ ______ ___ 1863. ___ _____ _____ ______ ____ ____ _______ ___ _______ ___ 1791_ _____ ___ _____ _____ ______.","La Constitution a été établie en 1787, bien avant la Proclamation d'émancipation de 1863. La Déclaration des droits a été créée comme les dix premiers amendements à la Constitution en 1791, également avant la Proclamation d'émancipation.","_______ 1787 ___ _______ ____ ___ __, 1863 __ ______ ________ __ ____ _____ ______ ______ 1791 ___ _______ __ ____ __ ________ __ ___ ___ _____ ___ __, __ ______ ________ __ __ ____ ___","___ 1787__ ______, 1863__ _____ __ ____. _____ 1791__ ___ __ 10_ ______ ______, __ _____ ____.","Itinatag ang Konstitusyon noong 1787, matagal bago ang Proklamasyon ng Emansipasyon noong 1863. Ang Bill of Rights ay nilikha bilang unang sampung amyenda sa Konstitusyon noong 1791, na mas maaga rin kaysa sa Proklamasyon ng Emansipasyon.","Hi_n pháp ___c thi_t l_p vào n_m 1787, lâu tr__c Tuyên ngôn Gi_i phóng n_m 1863. Tuyên ngôn Nhân quy_n ___c t_o ra nh_ m__i tu chính án __u tiên c_a Hi_n pháp vào n_m 1791, c_ng có tr__c Tuyên ngôn Gi_i phóng.",___1787_______1863_________________________1791______________,
77,Question,What did Susan B. Anthony do?,Question,What did Susan B. Anthony do?,¿Qué hizo Susan B. Anthony?,____ ____ _____ _. _______,Qu’a fait Susan B. Anthony ?,_____ __. _____ __ ____ ____?,__ B. ____ ___ ____?,Ano ang ginawa ni Susan B. Anthony?,Susan B. Anthony _ã làm gì?,__·B·________,
77,Correct_Answer_1,fought for women's rights,Correct_Answer_1,fought for women's rights,luchó por los derechos de las mujeres,_____ __ ___ ____ ______,a lutté pour les droits des femmes,_______ __ ________ __ ___ _____,___ ___ __ ___,lumaban para sa karapatan ng kababaihan,__u tranh cho quy_n ph_ n_,________,
77,Correct_Rationale_1,She was a pivotal leader in the women's suffrage movement.,Correct_Rationale_1,She was a pivotal leader in the women's suffrage movement.,Fue una líder fundamental en el movimiento por el sufragio femenino.,____ _____ ______ __ ____ __ ______ __ _______.,Elle a été une dirigeante clé du mouvement pour le suffrage des femmes.,__ _______ __ ________ ______ ___ __ __________ ____ ____,___ __ ___ ___ ___ _____.,Isa siyang mahalagang pinuno sa kilusan para sa karapatang bumoto ng kababaihan.,Bà là m_t lãnh __o then ch_t trong phong trào _òi quy_n b_u c_ cho ph_ n_.,_________________,
