ID,DataName,vi,
68,Wrong_Rationale_3,"Châu Mỹ được khám phá bởi Christopher Columbus và từ lâu đã có người bản địa sinh sống. Chánh án đầu tiên là John Jay, không phải Franklin. Tiệc Trà Boston do Samuel Adams và Sons of Liberty tổ chức, không phải Franklin.",
69,Question,"Ai là ""Cha của Đất Nước Chúng Ta""?",
69,Correct_Answer_1,(George) Washington,
69,Correct_Rationale_1,"Ông được gọi là ""Cha của Đất Nước"" vì vai trò lãnh đạo trong Chiến tranh Cách mạng và vì đã thành lập quốc gia mới.",
69,Wrong_Answer_1,Abraham Lincoln,
69,Wrong_Rationale_1,"Lincoln được biết đến là ""Nhà Giải phóng Vĩ đại"" và là tổng thống đã bảo vệ Liên bang.",
69,Wrong_Answer_2,Thomas Jefferson,
69,Wrong_Rationale_2,Jefferson là tác giả của Tuyên ngôn Độc lập và là tổng thống thứ ba.,
69,Wrong_Answer_3,Benjamin Franklin,
69,Wrong_Rationale_3,"Franklin là một nhà ngoại giao xuất sắc, nhà phát minh và là một trong những Nhà lập quốc.",
70,Question,Ai là tổng thống đầu tiên?,
70,Correct_Answer_1,(George) Washington,
70,Correct_Rationale_1,George Washington là tổng thống đầu tiên của Hoa Kỳ.,
70,Wrong_Answer_1,John Adams,
70,Wrong_Rationale_1,John Adams là phó tổng thống đầu tiên và tổng thống thứ hai.,
70,Wrong_Answer_2,Thomas Jefferson,
70,Wrong_Rationale_2,Thomas Jefferson là tổng thống thứ ba.,
70,Wrong_Answer_3,Alexander Hamilton,
70,Wrong_Rationale_3,Alexander Hamilton là bộ trưởng tài chính đầu tiên nhưng chưa bao giờ trở thành tổng thống.,
71,Question,Hoa Kỳ đã mua lãnh thổ nào từ Pháp vào năm 1803?,
71,Correct_Answer_1,Lãnh thổ Louisiana,
71,Correct_Rationale_1,Việc mua Louisiana đã làm gấp đôi diện tích của Hoa Kỳ.,
71,Correct_Answer_2,Louisiana,
71,Correct_Rationale_2,Lãnh thổ Louisiana đã được mua từ Pháp vào năm 1803.,
71,Wrong_Answer_1,Alaska,
71,Wrong_Rationale_1,"Alaska được mua từ Nga, không phải từ Pháp, vào năm 1867.",
71,Wrong_Answer_2,Florida,
71,Wrong_Rationale_2,Florida được Tây Ban Nha nhượng lại vào năm 1819.,
71,Wrong_Answer_3,Texas,
71,Wrong_Rationale_3,Texas đã được sáp nhập vào năm 1845 sau khi là một nước cộng hòa độc lập.,
72,Question,Hãy nêu tên một cuộc chiến mà Hoa Kỳ tham gia trong những năm 1800.,
72,Correct_Answer_1,Chiến tranh năm 1812,
72,Correct_Rationale_1,Chiến tranh năm 1812 diễn ra giữa Hoa Kỳ và Anh.,
72,Correct_Answer_2,Chiến tranh Mỹ-Mexico,
72,Correct_Rationale_2,Chiến tranh Mỹ-Mexico diễn ra từ năm 1846 đến 1848.,
72,Correct_Answer_3,Nội chiến Hoa Kỳ,
72,Correct_Rationale_3,Nội chiến Hoa Kỳ diễn ra từ năm 1861 đến 1865.,
72,Correct_Answer_4,Chiến tranh Mỹ-Tây Ban Nha,
72,Correct_Rationale_4,Chiến tranh Mỹ-Tây Ban Nha diễn ra vào năm 1898.,
72,Wrong_Answer_1,"Chiến tranh giành độc lập, Chiến tranh thế giới thứ nhất, Chiến tranh thế giới thứ hai, Chiến tranh Triều Tiên",
72,Wrong_Rationale_1,"Chiến tranh giành độc lập diễn ra vào những năm 1700 (1775-1783), không phải 1800. Chiến tranh thế giới thứ nhất diễn ra vào những năm 1900 (1914-1918). Chiến tranh thế giới thứ hai diễn ra vào những năm 1900 (1939-1945). Chiến tranh Triều Tiên diễn ra vào những năm 1900 (1950-1953). Không có cuộc chiến nào trong số này diễn ra vào những năm 1800.",
72,Wrong_Answer_2,"Chiến tranh Việt Nam, Chiến tranh vùng Vịnh, Chiến tranh Iraq, Chiến tranh Afghanistan",
72,Wrong_Rationale_2,Chiến tranh Việt Nam diễn ra vào những năm 1900 (1955-1975). Chiến tranh vùng Vịnh diễn ra vào những năm 1900 (1991). Chiến tranh Iraq bắt đầu năm 2003. Chiến tranh Afghanistan bắt đầu năm 2001. Tất cả những cuộc xung đột này diễn ra sau thế kỷ 19.,
72,Wrong_Answer_3,"Chiến tranh Pháp-Ấn, Chiến tranh Vua Philip, Cuộc nổi dậy của Bacon, Chiến tranh Pontiac",
72,Wrong_Rationale_3,Chiến tranh Pháp-Ấn diễn ra vào những năm 1700 (1754-1763). Chiến tranh Vua Philip diễn ra vào những năm 1600 (1675-1676). Cuộc nổi dậy của Bacon diễn ra vào năm 1676. Chiến tranh Pontiac diễn ra vào những năm 1760. Tất cả những cuộc chiến này xảy ra trước thế kỷ 19.,
73,Question,Hãy nêu tên cuộc chiến của Hoa Kỳ giữa miền Bắc và miền Nam.,
73,Correct_Answer_1,Cuộc Nội chiến,
73,Correct_Rationale_1,,
73,Correct_Answer_2,Cuộc Chiến giữa các Tiểu bang,
73,Correct_Rationale_2,Đây là một thuật ngữ thường được dùng ở các bang miền Nam.,
73,Wrong_Answer_1,"Chiến tranh Cách mạng, Chiến tranh năm 1812",
73,Wrong_Rationale_1,"Chiến tranh Cách mạng diễn ra giữa các thuộc địa Mỹ và Anh, không phải giữa Bắc và Nam. Chiến tranh 1812 diễn ra giữa Hoa Kỳ và Anh, không phải xung đột nội bộ.",
73,Wrong_Answer_2,"Chiến tranh Thế giới thứ nhất, Chiến tranh Thế giới thứ hai",
73,Wrong_Rationale_2,"Chiến tranh Thế giới thứ nhất là một cuộc xung đột toàn cầu có nhiều quốc gia tham gia, không phải chiến tranh giữa Bắc và Nam. Chiến tranh Thế giới thứ hai là cuộc xung đột toàn cầu giữa phe Đồng minh, bao gồm cả Hoa Kỳ, và phe Trục, không phải là một cuộc chiến nội bộ của Mỹ.",
73,Wrong_Answer_3,"Chiến tranh Mỹ-Mexico, Chiến tranh Mỹ-Tây Ban Nha",
73,Wrong_Rationale_3,"Chiến tranh Mỹ-Mexico diễn ra giữa Hoa Kỳ và Mexico, không phải giữa Bắc và Nam. Chiến tranh Mỹ-Tây Ban Nha diễn ra giữa Hoa Kỳ và Tây Ban Nha, không phải là xung đột nội bộ giữa các vùng.",
74,Question,Nêu một vấn đề đã dẫn đến Nội chiến.,
74,Correct_Answer_1,chế độ nô lệ,
74,Correct_Rationale_1,Sự tồn tại của chế độ nô lệ là nguyên nhân cơ bản và trung tâm của xung đột giữa miền Bắc và miền Nam.,
74,Correct_Answer_2,lý do kinh tế,
74,Correct_Rationale_2,Có những khác biệt và xung đột kinh tế lớn giữa miền Bắc công nghiệp và miền Nam nông nghiệp.,
74,Correct_Answer_3,quyền của các bang,
74,Correct_Rationale_3,Có một cuộc tranh luận lớn về quyền của các bang quyết định vấn đề riêng của mình so với quyền lực của chính phủ liên bang.,
74,Wrong_Answer_1,"chiến tranh với Anh, khác biệt tôn giáo, tranh chấp về dầu mỏ",
74,Wrong_Rationale_1,"Xung đột với Anh là nguyên nhân của Chiến tranh giành độc lập và Chiến tranh 1812, chứ không phải Nội chiến. Mặc dù tôn giáo là một yếu tố trong xung đột, nhưng nó không phải là nguyên nhân chính của Nội chiến. Ngành công nghiệp dầu mỏ quy mô lớn ở Hoa Kỳ phát triển sau Nội chiến, vì vậy tranh chấp dầu mỏ không phải là nguyên nhân.",
74,Wrong_Answer_2,"mở rộng lãnh thổ, vấn đề nhập cư, tranh chấp thương mại quốc tế",
74,Wrong_Rationale_2,"Mặc dù việc mở rộng lãnh thổ đã được tranh luận, nhưng vấn đề cốt lõi là liệu các vùng lãnh thổ mới có cho phép chế độ nô lệ hay không. Nhập cư không phải là nguyên nhân chính của Nội chiến. Tranh chấp thương mại quốc tế không phải là yếu tố lớn dẫn đến Nội chiến.",
74,Wrong_Answer_3,"tranh chấp về vàng, xung đột với người Mỹ bản địa, bất đồng về Hiến pháp",
74,Wrong_Rationale_3,Việc phát hiện vàng xảy ra chủ yếu ở miền Tây và không phải là nguyên nhân chính của xung đột Bắc-Nam. Các cuộc xung đột với người Mỹ bản địa vẫn tiếp diễn nhưng không phải là nguyên nhân của Nội chiến. Các bất đồng về Hiến pháp có tồn tại nhưng tập trung vào chế độ nô lệ và quyền của các bang.,
75,Question,Một điều quan trọng mà Abraham Lincoln đã làm là gì?,
75,Correct_Answer_1,giải phóng nô lệ (Tuyên ngôn Giải phóng Nô lệ),
75,Correct_Rationale_1,"Trong chiến tranh, ông ban hành Tuyên ngôn Giải phóng Nô lệ, giải phóng nô lệ ở Liên minh miền Nam.",
75,Correct_Answer_2,cứu (hoặc duy trì) Liên bang,
75,Correct_Rationale_2,Ông ngăn chặn sự ly khai của miền Nam và giữ cho Hoa Kỳ là một quốc gia thống nhất.,
75,Correct_Answer_3,lãnh đạo Hoa Kỳ trong cuộc Nội chiến,
75,Correct_Rationale_3,"Ông lãnh đạo Liên bang với tư cách Tổng thống trong cuộc khủng hoảng lớn nhất của quốc gia, Nội chiến.",
75,Wrong_Answer_1,"viết Tuyên ngôn Độc lập, là tổng thống đầu tiên, trao quyền bầu cử cho phụ nữ",
75,Wrong_Rationale_1,"Tuyên ngôn Độc lập được viết bởi Thomas Jefferson, không phải Abraham Lincoln. Tổng thống đầu tiên là George Washington, không phải Lincoln. Quyền bầu cử của phụ nữ được bảo đảm bởi Tu chính án thứ 19 năm 1920, lâu sau cái chết của Lincoln vào năm 1865.",
75,Wrong_Answer_2,"thành lập Đảng Cộng hòa, xây dựng đường sắt xuyên lục địa, phát hiện ra điện",
75,Wrong_Rationale_2,"Mặc dù Lincoln là một đảng viên Cộng hòa, nhưng đảng này đã được thành lập vào năm 1854 trước khi ông làm tổng thống. Đường sắt xuyên lục địa được xây dựng bởi các công ty tư nhân với sự hỗ trợ của chính phủ, không phải trực tiếp do Lincoln. Điện được phát hiện và nghiên cứu bởi các nhà khoa học như Benjamin Franklin, không phải Lincoln.",
75,Wrong_Answer_3,"viết Hiến pháp, là thẩm phán Tòa án Tối cao, phát minh ra điện thoại",
75,Wrong_Rationale_3,"Hiến pháp chủ yếu do James Madison và các nhà lập quốc khác viết, không phải Lincoln. Lincoln chưa bao giờ là thẩm phán Tòa án Tối cao; ông là tổng thống. Điện thoại được phát minh bởi Alexander Graham Bell năm 1876, sau khi Lincoln qua đời.",
76,Question,Tuyên ngôn Giải phóng đã làm gì?,
76,Correct_Answer_1,giải phóng nô lệ,
76,Correct_Rationale_1,Tuyên ngôn Giải phóng tuyên bố tự do cho những người bị bắt làm nô lệ.,
76,Correct_Answer_2,giải phóng nô lệ ở Liên minh miền Nam,
76,Correct_Rationale_2,"Cụ thể, nó giải phóng nô lệ ở các bang nổi loạn (Liên minh).",
76,Correct_Answer_3,giải phóng nô lệ ở các bang thuộc Liên minh miền Nam,
76,Correct_Rationale_3,Tuyên ngôn áp dụng cho nô lệ ở các bang đã tách khỏi Liên bang.,
76,Correct_Answer_4,giải phóng nô lệ ở hầu hết các bang miền Nam,
76,Correct_Rationale_4,Nó giải phóng nô lệ ở các bang miền Nam nổi loạn trong Nội chiến.,
76,Wrong_Answer_1,"giải phóng tất cả nô lệ, tuyên bố độc lập khỏi Anh",
76,Wrong_Rationale_1,"Về mặt kỹ thuật, Tuyên ngôn Giải phóng không giải phóng nô lệ ở các bang biên giới còn ở lại Liên bang; Tu chính án thứ 13 đã hoàn tất quá trình đó. Việc tuyên bố độc lập khỏi Anh được thực hiện bởi Tuyên ngôn Độc lập năm 1776, chứ không phải Tuyên ngôn Giải phóng.",
76,Wrong_Answer_2,"trao cho phụ nữ quyền bầu cử, chấm dứt Nội chiến",
76,Wrong_Rationale_2,"Quyền bầu cử của phụ nữ đạt được nhờ Tu chính án thứ 19 năm 1920, không phải nhờ Tuyên ngôn Giải phóng. Mặc dù Tuyên ngôn Giải phóng được ban hành trong Nội chiến, nhưng nó không kết thúc chiến tranh; cuộc chiến kéo dài đến năm 1865.",
76,Wrong_Answer_3,"thành lập Hiến pháp, tạo ra Tuyên ngôn Nhân quyền",
76,Wrong_Rationale_3,"Hiến pháp được thiết lập vào năm 1787, lâu trước Tuyên ngôn Giải phóng năm 1863. Tuyên ngôn Nhân quyền được tạo ra như mười tu chính án đầu tiên của Hiến pháp vào năm 1791, cũng có trước Tuyên ngôn Giải phóng.",
77,Question,Susan B. Anthony đã làm gì?,
77,Correct_Answer_1,đấu tranh cho quyền phụ nữ,
77,Correct_Rationale_1,Bà là một lãnh đạo then chốt trong phong trào đòi quyền bầu cử cho phụ nữ.,
77,Correct_Answer_2,đấu tranh cho quyền dân sự,
77,Correct_Rationale_2,Quyền của phụ nữ là một phần của phong trào dân quyền rộng lớn hơn.,
77,Correct_Answer_3,đấu tranh cho quyền bầu cử của phụ nữ,
77,Correct_Rationale_3,Bà là một lãnh đạo trong phong trào đòi quyền bầu cử cho phụ nữ.,
77,Wrong_Answer_1,"là người phụ nữ đầu tiên được bầu vào Thượng viện, là y tá trong Nội chiến",
77,Wrong_Rationale_1,"Bà đã dành cả đời để đấu tranh cho quyền bầu cử của phụ nữ nhưng không sống đủ lâu để chứng kiến họ đi bầu hoặc nắm giữ chức vụ. Nữ y tá nổi tiếng trong thời Nội chiến là Clara Barton, người sáng lập Hội Chữ thập đỏ Hoa Kỳ, chứ không phải Susan B. Anthony.",
77,Wrong_Answer_2,"ký Tuyên ngôn Giải phóng Nô lệ, là nữ Tổng thống đầu tiên",
77,Wrong_Rationale_2,"Tuyên ngôn Giải phóng Nô lệ là một sắc lệnh hành pháp do Tổng thống Abraham Lincoln ban hành, không phải Susan B. Anthony. Chưa từng có nữ Tổng thống nào trong lịch sử Hoa Kỳ, và Anthony sống vào thế kỷ 19, khi phụ nữ thậm chí còn không được bỏ phiếu.",
77,Wrong_Answer_3,"thành lập Hội Chữ thập đỏ Hoa Kỳ, viết Tuyên ngôn Độc lập",
77,Wrong_Rationale_3,"Hội Chữ thập đỏ Hoa Kỳ do Clara Barton sáng lập, không phải Susan B. Anthony. Bản Tuyên ngôn Độc lập được viết bởi Thomas Jefferson và các nhà lập quốc khác vào năm 1776, rất lâu trước khi Anthony sinh năm 1820.",
78,Question,Kể tên một cuộc chiến mà Hoa Kỳ tham gia trong thế kỷ 20.,
78,Correct_Answer_1,Chiến tranh thế giới thứ nhất,
78,Correct_Rationale_1,Hoa Kỳ tham gia chiến tranh năm 1917.,
78,Correct_Answer_2,Chiến tranh thế giới thứ hai,
78,Correct_Rationale_2,Hoa Kỳ tham gia chiến tranh sau cuộc tấn công Trân Châu Cảng năm 1941.,
78,Correct_Answer_3,Chiến tranh Triều Tiên,
78,Correct_Rationale_3,Cuộc chiến này bắt đầu vào năm 1950.,
78,Correct_Answer_4,Chiến tranh Việt Nam,
78,Correct_Rationale_4,Cuộc chiến này diễn ra trong những năm 1960 và 1970.,
78,Correct_Answer_5,Chiến tranh vùng Vịnh (Ba Tư),
78,Correct_Rationale_5,Cuộc chiến này diễn ra năm 1991.,
78,Wrong_Answer_1,"Nội chiến, Chiến tranh giành độc lập, Chiến tranh Mỹ-Mexico, Chiến tranh 1812, Chiến tranh Mỹ-Tây Ban Nha",
78,Wrong_Rationale_1,"Nội chiến diễn ra trong thế kỷ 19 (1861-1865), không phải thế kỷ 20. Chiến tranh giành độc lập diễn ra trong thế kỷ 18 (1775-1783). Chiến tranh Mỹ-Mexico diễn ra trong thế kỷ 19 (1846-1848). Chiến tranh 1812 diễn ra đầu thế kỷ 19. Chiến tranh Mỹ-Tây Ban Nha diễn ra năm 1898, về kỹ thuật là thế kỷ 19.",
78,Wrong_Answer_2,"Chiến tranh Pháp-Ấn, Chiến tranh của Vua Philip, Cuộc nổi dậy của Bacon, Cuộc nổi dậy của Shays, Cuộc nổi dậy Rượu Whisky",
78,Wrong_Rationale_2,Chiến tranh Pháp-Ấn diễn ra vào thập niên 1750-1760. Chiến tranh của Vua Philip diễn ra vào thập niên 1670. Cuộc nổi dậy của Bacon diễn ra năm 1676. Cuộc nổi dậy của Shays diễn ra vào thập niên 1780. Cuộc nổi dậy Rượu Whisky diễn ra vào thập niên 1790. Tất cả những xung đột này đều xảy ra trước thế kỷ 20.,
78,Wrong_Answer_3,"Các cuộc chiến Napoléon, Chiến tranh Krym, Chiến tranh Pháp-Phổ, Chiến tranh Boer, Chiến tranh Nga-Nhật",
78,Wrong_Rationale_3,,
79,Question,Ai là tổng thống trong Chiến tranh Thế giới thứ nhất?,
79,Correct_Answer_1,(Woodrow) Wilson,
79,Correct_Rationale_1,Woodrow Wilson là tổng thống đã lãnh đạo Hoa Kỳ trong Chiến tranh Thế giới thứ nhất.,
79,Wrong_Answer_1,Franklin Roosevelt,
79,Wrong_Rationale_1,Franklin Roosevelt là tổng thống trong Chiến tranh Thế giới thứ hai.,
79,Wrong_Answer_2,Abraham Lincoln,
79,Wrong_Rationale_2,Abraham Lincoln là tổng thống trong thời kỳ Nội chiến.,
79,Wrong_Answer_3,Theodore Roosevelt,
79,Wrong_Rationale_3,Theodore Roosevelt từng là tổng thống trước Chiến tranh Thế giới thứ nhất.,
80,Question,Ai là tổng thống trong thời kỳ Đại khủng hoảng và Chiến tranh thế giới thứ hai?,
80,Correct_Answer_1,(Franklin) Roosevelt,
80,Correct_Rationale_1,Franklin D. Roosevelt đã lãnh đạo đất nước vượt qua hai cuộc khủng hoảng quốc gia này.,
80,Wrong_Answer_1,Woodrow Wilson,
80,Wrong_Rationale_1,Woodrow Wilson là tổng thống trong Chiến tranh thế giới thứ nhất.,
80,Wrong_Answer_2,Herbert Hoover,
80,Wrong_Rationale_2,Herbert Hoover là tổng thống khi cuộc Đại khủng hoảng bắt đầu.,
80,Wrong_Answer_3,Harry Truman,
80,Wrong_Rationale_3,Harry Truman là tổng thống kết thúc Chiến tranh thế giới thứ hai sau cái chết của Roosevelt.,
81,Question,Hoa Kỳ đã chiến đấu với ai trong Thế chiến thứ hai?,
81,Correct_Answer_1,"Nhật Bản, Đức và Ý",
81,Correct_Rationale_1,Ba quốc gia này đã hình thành phe Trục.,
81,Correct_Answer_2,Nhật Bản,
81,Correct_Rationale_2,Nhật Bản là một cường quốc lớn thuộc phe Trục mà Hoa Kỳ đã chống lại.,
81,Correct_Answer_3,Đức,
81,Correct_Rationale_3,Đức là một cường quốc lớn thuộc phe Trục mà Hoa Kỳ đã chống lại.,
81,Correct_Answer_4,Ý,
81,Correct_Rationale_4,Ý là một cường quốc thuộc phe Trục mà Hoa Kỳ đã chống lại.,
81,Wrong_Answer_1,Liên Xô,
81,Wrong_Rationale_1,"Liên Xô là đồng minh của Hoa Kỳ trong Thế chiến thứ hai, không phải kẻ thù.",
81,Wrong_Answer_2,Vương quốc Anh,
81,Wrong_Rationale_2,"Vương quốc Anh là một đồng minh quan trọng của Hoa Kỳ trong Thế chiến thứ hai, không phải kẻ thù.",
81,Wrong_Answer_3,Pháp,
81,Wrong_Rationale_3,"Pháp đã được Hoa Kỳ và các đồng minh của mình giải phóng trong Thế chiến thứ hai, không phải kẻ thù.",
82,Question,"Trước khi trở thành tổng thống, Eisenhower là một tướng. Ông đã tham gia cuộc chiến nào?",
82,Correct_Answer_1,Chiến tranh thế giới thứ hai,
82,Correct_Rationale_1,Dwight D. Eisenhower là Tổng tư lệnh tối cao của Lực lượng viễn chinh Đồng minh tại châu Âu trong Chiến tranh thế giới thứ hai.,
82,Wrong_Answer_1,Chiến tranh thế giới thứ nhất,
82,Wrong_Rationale_1,Eisenhower phục vụ trong nước trong Chiến tranh thế giới thứ nhất.,
82,Wrong_Answer_2,Nội chiến,
82,Wrong_Rationale_2,Cuộc nội chiến xảy ra trước khi Eisenhower được sinh ra.,
82,Wrong_Answer_3,Chiến tranh Việt Nam,
82,Wrong_Rationale_3,Chiến tranh Việt Nam leo thang sau khi Eisenhower mãn nhiệm tổng thống.,
83,Question,"Trong Chiến tranh Lạnh, mối quan tâm chính của Hoa Kỳ là gì?",
83,Correct_Answer_1,Chủ nghĩa cộng sản,
83,Correct_Rationale_1,"Sau Thế chiến II, trọng tâm chính của chính sách đối ngoại Hoa Kỳ là ngăn chặn sự lan rộng của chủ nghĩa cộng sản do Liên Xô lãnh đạo.",
83,Wrong_Answer_1,biến đổi khí hậu,
83,Wrong_Rationale_1,Biến đổi khí hậu chỉ mới gần đây trở thành một mối quan tâm quốc tế lớn.,
83,Wrong_Answer_2,chủ nghĩa thực dân,
83,Wrong_Rationale_2,"Mặc dù Chiến tranh Lạnh trùng hợp với thời kỳ phi thực dân hóa, nhưng mối quan tâm chính của Hoa Kỳ là chủ nghĩa cộng sản.",
83,Wrong_Answer_3,Đại khủng hoảng,
83,Wrong_Rationale_3,"Đại khủng hoảng là vấn đề chính của những năm 1930, trước Chiến tranh Lạnh.",
84,Question,Phong trào nào đã cố gắng chấm dứt sự phân biệt chủng tộc?,
84,Correct_Answer_1,phong trào dân quyền,
84,Correct_Rationale_1,Phong trào dân quyền những năm 1950 và 1960 đã đấu tranh để chấm dứt sự phân biệt pháp lý và xã hội đối với người Mỹ gốc Phi.,
84,Wrong_Answer_1,phong trào tiết chế,
84,Wrong_Rationale_1,Phong trào tiết chế là một phong trào xã hội nhằm cấm tiêu thụ rượu.,
84,Wrong_Answer_2,phong trào đòi quyền bầu cử của phụ nữ,
84,Wrong_Rationale_2,Phong trào đòi quyền bầu cử của phụ nữ tập trung vào việc giành quyền bầu cử cho phụ nữ.,
84,Wrong_Answer_3,phong trào phản chiến,
84,Wrong_Rationale_3,"Phong trào phản chiến tập trung vào việc phản đối một cuộc chiến cụ thể, đặc biệt là Chiến tranh Việt Nam.",
85,Question,"Martin Luther King, Jr. đã làm gì?",
85,Correct_Answer_1,đấu tranh cho quyền công dân,
85,Correct_Rationale_1,"Ông là một nhà lãnh đạo mang tính biểu tượng của phong trào dân quyền, người đã đấu tranh chống lại sự phân biệt chủng tộc bằng phương pháp bất bạo động.",
85,Correct_Answer_2,làm việc vì sự bình đẳng cho tất cả người Mỹ,
85,Correct_Rationale_2,Mục tiêu của ông là xây dựng một xã hội nơi mọi người thuộc mọi chủng tộc đều được đối xử công bằng.,
85,Wrong_Answer_1,"là tổng thống da đen đầu tiên, là thượng nghị sĩ Hoa Kỳ",
85,Wrong_Rationale_1,"Tổng thống da đen đầu tiên của Hoa Kỳ là Barack Obama, không phải Martin Luther King, Jr. Martin Luther King, Jr. là một mục sư và nhà hoạt động, không phải quan chức dân cử như thượng nghị sĩ Hoa Kỳ.",
85,Wrong_Answer_2,"đấu tranh để giải phóng nô lệ, sáng lập NAACP",
85,Wrong_Rationale_2,"Cuộc đấu tranh để giải phóng nô lệ diễn ra khoảng 100 năm trước thời của ông, trong thời kỳ Nội chiến. NAACP được thành lập năm 1909 bởi W.E.B. Du Bois và những người khác, trước khi King sinh năm 1929.",
85,Wrong_Answer_3,"là thẩm phán Tòa án Tối cao, phát minh ra điện thoại",
85,Wrong_Rationale_3,"Martin Luther King, Jr. chưa bao giờ là thẩm phán Tòa án Tối cao; ông là một nhà lãnh đạo dân quyền và mục sư. Điện thoại được phát minh bởi Alexander Graham Bell vào năm 1876, từ lâu trước khi King được sinh ra.",
86,Question,Sự kiện lớn nào đã xảy ra ở Hoa Kỳ vào ngày 11 tháng 9 năm 2001?,
86,Correct_Answer_1,Những kẻ khủng bố đã tấn công Hoa Kỳ,
86,Correct_Rationale_1,"Vào ngày này, những kẻ khủng bố al-Qaeda đã cướp máy bay và tấn công Trung tâm Thương mại Thế giới, Lầu Năm Góc và các địa điểm khác.",
86,Wrong_Answer_1,Trân Châu Cảng bị tấn công,
86,Wrong_Rationale_1,"Cuộc tấn công Trân Châu Cảng diễn ra vào ngày 7 tháng 12 năm 1941, khiến Hoa Kỳ tham gia Thế chiến II.",
86,Wrong_Answer_2,Thị trường chứng khoán sụp đổ,
86,Wrong_Rationale_2,Cuộc khủng hoảng thị trường chứng khoán lớn gây ra Đại Khủng Hoảng xảy ra vào năm 1929.,
86,Wrong_Answer_3,Cuộc chiến Iraq bắt đầu,
86,Wrong_Rationale_3,"Cuộc chiến Iraq bắt đầu vào năm 2003, sau các cuộc tấn công 9/11.",
87,Question,Hãy nêu tên một bộ lạc người da đỏ Mỹ ở Hoa Kỳ.,
87,Correct_Answer_1,Cherokee,
87,Correct_Rationale_1,Người Cherokee là một bộ lạc bản địa châu Mỹ có nguồn gốc từ vùng đông nam Hoa Kỳ.,
87,Correct_Answer_2,Navajo,
87,Correct_Rationale_2,Người Navajo là một bộ lạc bản địa châu Mỹ đến từ vùng tây nam Hoa Kỳ.,
87,Correct_Answer_3,Sioux,
87,Correct_Rationale_3,Người Sioux là một bộ lạc bản địa châu Mỹ từ vùng Đại Bình nguyên.,
87,Correct_Answer_4,Chippewa,
87,Correct_Rationale_4,Người Chippewa (Ojibwe) là một bộ lạc bản địa châu Mỹ từ vùng Ngũ Đại Hồ.,
87,Correct_Answer_5,Choctaw,
87,Correct_Rationale_5,Người Choctaw là một bộ lạc bản địa châu Mỹ có nguồn gốc từ vùng đông nam Hoa Kỳ.,
87,Correct_Answer_6,Pueblo,
87,Correct_Rationale_6,Người Pueblo là những bộ lạc bản địa châu Mỹ đến từ vùng tây nam Hoa Kỳ.,
87,Correct_Answer_7,Apache,
87,Correct_Rationale_7,Người Apache là một bộ lạc bản địa châu Mỹ từ vùng tây nam Hoa Kỳ.,
87,Correct_Answer_8,Iroquois,
87,Correct_Rationale_8,Người Iroquois là một liên minh của các bộ lạc bản địa châu Mỹ từ vùng đông bắc Hoa Kỳ.,
87,Correct_Answer_9,Creek,
87,Correct_Rationale_9,Người Creek (Muscogee) là một bộ lạc bản địa châu Mỹ từ vùng đông nam Hoa Kỳ.,
87,Correct_Answer_10,Blackfeet,
87,Correct_Rationale_10,Người Blackfeet là một bộ lạc bản địa châu Mỹ từ vùng Đại Bình nguyên phía Bắc.,
87,Correct_Answer_11,Seminole,
87,Correct_Rationale_11,Người Seminole là một bộ lạc bản địa châu Mỹ từ Florida.,
87,Correct_Answer_12,Cheyenne,
87,Correct_Rationale_12,Người Cheyenne là một bộ lạc bản địa châu Mỹ từ vùng Đại Bình nguyên.,
87,Correct_Answer_13,Arawak,
87,Correct_Rationale_13,Người Arawak là dân tộc bản địa của vùng Caribê và Nam Mỹ.,
87,Correct_Answer_14,Shawnee,
87,Correct_Rationale_14,Người Shawnee là một bộ lạc bản địa châu Mỹ có nguồn gốc từ thung lũng sông Ohio.,
87,Correct_Answer_15,Mohegan,
87,Correct_Rationale_15,Người Mohegan là một bộ lạc bản địa châu Mỹ từ Connecticut.,
87,Correct_Answer_16,Huron,
87,Correct_Rationale_16,Người Huron (Wyandot) là một bộ lạc bản địa châu Mỹ từ vùng Ngũ Đại Hồ.,
87,Correct_Answer_17,Oneida,
87,Correct_Rationale_17,Người Oneida là một bộ lạc bản địa châu Mỹ và là một phần của liên minh Iroquois.,
87,Correct_Answer_18,Lakota,
87,Correct_Rationale_18,Người Lakota là một bộ lạc bản địa châu Mỹ và là một phần của dân tộc Sioux.,
87,Correct_Answer_19,Crow,
87,Correct_Rationale_19,Người Crow là một bộ lạc bản địa châu Mỹ từ vùng Đại Bình nguyên phía Bắc.,
87,Correct_Answer_20,Teton,
87,Correct_Rationale_20,Người Teton là một nhánh của bộ lạc Lakota Sioux.,
87,Correct_Answer_21,Hopi,
87,Correct_Rationale_21,Người Hopi là một bộ lạc bản địa châu Mỹ từ Arizona.,
87,Correct_Answer_22,Inuit,
87,Correct_Rationale_22,Người Inuit là dân tộc bản địa từ Alaska và các vùng Bắc Cực.,
87,Wrong_Answer_1,"Inca, Aztec, Maya, Olmec",
