ID,DataName,tl,
65,Wrong_Rationale_1,"Ang Deklarasyon ng Kalayaan ay isinulat 11 taon na ang nakalipas, sa Kongreso Continental noong 1776.",
65,Wrong_Answer_2,Nagsimula ang Digmaang Rebolusyonaryo.,
65,Wrong_Rationale_2,Nagsimula ang Digmaang Rebolusyonaryo noong 1775 at natapos na bago ang Kumbensiyong Pansaligang Batas (1787).,
65,Wrong_Answer_3,Nahalal si George Washington bilang Pangulo.,
65,Wrong_Rationale_3,"Si George Washington ay nahalal bilang unang Pangulo noong 1789, sa ilalim ng Konstitusyon, matapos ang Kumbensiyon.",
66,Question,Kailan naisulat ang Konstitusyon?,
66,Correct_Answer_1,1787,
66,Correct_Rationale_1,Ang Konstitusyon ay isinulat sa Constitutional Convention sa Philadelphia noong 1787.,
66,Wrong_Answer_1,1776,
66,Wrong_Rationale_1,1776 ang taon na pinagtibay ang Deklarasyon ng Kalayaan.,
66,Wrong_Answer_2,1865,
66,Wrong_Rationale_2,1865 ang taon na natapos ang Digmaang Sibil at naratipikahan ang Ika-13 na Amyenda na nag-alis ng pang-aalipin.,
66,Wrong_Answer_3,1789,
66,Wrong_Rationale_3,1789 ang taon na naging epektibo ang Konstitusyon at opisyal na nabuo ang pamahalaan ng U.S.,
67,Question,Sinusuportahan ng The Federalist Papers ang pagpasa ng Konstitusyon ng U.S. Magbigay ng isa sa mga manunulat.,
67,Correct_Answer_1,(James) Madison,
67,Correct_Rationale_1,Si James Madison ay isa sa tatlong may-akda ng The Federalist Papers.,
67,Correct_Answer_2,(Alexander) Hamilton,
67,Correct_Rationale_2,Si Alexander Hamilton ay isa sa tatlong may-akda ng The Federalist Papers.,
67,Correct_Answer_3,(John) Jay,
67,Correct_Rationale_3,Si John Jay ay isa sa tatlong may-akda ng The Federalist Papers.,
67,Correct_Answer_4,Publius,
67,Correct_Rationale_4,"Ang Publius ang ginamit na sagisag-panulat nina Madison, Hamilton, at Jay sa pagsusulat ng The Federalist Papers.",
67,Wrong_Answer_1,"Thomas Jefferson, George Washington, John Hancock",
67,Wrong_Rationale_1,"Si Jefferson ay isang Anti-Federalist na tumutol sa mga argumento ng The Federalist Papers. Bagaman malakas na tagasuporta si Washington ng Konstitusyon, hindi siya isa sa mga may-akda. Kilala si John Hancock bilang unang lumagda sa Declaration of Independence.",
67,Wrong_Answer_2,"Benjamin Franklin, Samuel Adams, Patrick Henry",
67,Wrong_Rationale_2,Si Franklin ay isang tagasuporta ng Konstitusyon ngunit hindi siya sumulat ng The Federalist Papers. Sina Adams at Henry ay mga Anti-Federalist na tumutol sa Konstitusyon at hindi magsusulat ng mga papel na sumusuporta dito.,
67,Wrong_Answer_3,"Thomas Paine, John Adams, Benedict Arnold",
67,Wrong_Rationale_3,Si Paine ay sumulat ng 'Common Sense' at iba pang rebolusyonaryong polyeto ngunit hindi ng The Federalist Papers. Si John Adams ay nasa ibang bansa noong panahong ito at hindi nakibahagi sa pagsulat ng mga papel na ito. Si Benedict Arnold ay isang traydor noong Digmaang Rebolusyonaryo.,
68,Question,Sa anong bagay kilala si Benjamin Franklin?,
68,Correct_Answer_1,diplomat ng U.S.,
68,Correct_Rationale_1,Naglingkod si Benjamin Franklin bilang diplomat sa Pransiya noong Rebolusyonaryong Digmaan.,
68,Correct_Answer_2,pinakamatandang miyembro ng Constitutional Convention,
68,Correct_Rationale_2,"Sa edad na 81, si Franklin ang pinakamatandang delegado sa Constitutional Convention.",
68,Correct_Answer_3,unang Postmaster General ng U.S.,
68,Correct_Rationale_3,Itinalaga si Franklin bilang unang Postmaster General sa ilalim ng Continental Congress.,
68,Correct_Answer_4,"manunulat ng ""Poor Richard's Almanac""",
68,Correct_Rationale_4,"Inilathala ni Franklin ang ""Poor Richard's Almanac"" na naglalaman ng mga pagtataya ng panahon, mga payong pang-bahay, at mga salawikain.",
68,Correct_Answer_5,nagsimula ng mga unang libreng aklatan,
68,Correct_Rationale_5,"Itinatag ni Franklin ang unang subscription library sa Amerika, na naging modelo ng mga libreng pampublikong aklatan.",
68,Wrong_Answer_1,"unang Pangulo ng Estados Unidos, sumulat ng Deklarasyon ng Kalayaan, Heneral ng Hukbong Kontinental",
68,Wrong_Rationale_1,"Ang unang Pangulo ay si George Washington, hindi si Benjamin Franklin. Ang pangunahing may-akda ng Deklarasyon ng Kalayaan ay si Thomas Jefferson, hindi si Franklin. Ang Heneral ng Hukbong Kontinental ay si George Washington, hindi si Franklin.",
68,Wrong_Answer_2,"imbento ng telepono, nagtatag ng Harvard University, sumulat ng Konstitusyon",
68,Wrong_Rationale_2,"Ang telepono ay naimbento ni Alexander Graham Bell, hindi ni Benjamin Franklin. Itinatag ang Harvard University noong 1636, matagal bago ang panahon ni Franklin. Bagaman nakilahok si Franklin sa Constitutional Convention, si James Madison ang itinuturing na pangunahing may-akda ng Konstitusyon.",
68,Wrong_Answer_3,"natuklasan ang Amerika, naging unang Punong Mahistrado ng Korte Suprema, pinamunuan ang Boston Tea Party",
68,Wrong_Rationale_3,"Natuklasan ang Amerika ni Christopher Columbus at matagal nang nanirahan doon ang mga katutubo. Ang unang Punong Mahistrado ay si John Jay, hindi si Franklin. Ang Boston Tea Party ay inorganisa ni Samuel Adams at ng Sons of Liberty, hindi si Franklin.",
69,Question,"Sino ang ""Ama ng Ating Bansa""?",
69,Correct_Answer_1,(George) Washington,
69,Correct_Rationale_1,"Siya ay tinatawag na ""Ama ng Kanyang Bansa"" dahil sa kanyang pamumuno sa Digmaang Rebolusyonaryo at sa pagtatatag ng bagong bansa.",
69,Wrong_Answer_1,Abraham Lincoln,
69,Wrong_Rationale_1,"Kilala si Lincoln bilang ang ""Dakilang Tagapagpalaya"" at ang pangulong nagpanatili ng Unyon.",
69,Wrong_Answer_2,Thomas Jefferson,
69,Wrong_Rationale_2,Si Jefferson ang may-akda ng Deklarasyon ng Kalayaan at ang ikatlong Pangulo.,
69,Wrong_Answer_3,Benjamin Franklin,
69,Wrong_Rationale_3,"Si Franklin ay isang mahusay na diplomat, imbentor, at isa sa mga Founding Fathers.",
70,Question,Sino ang unang Pangulo?,
70,Correct_Answer_1,(George) Washington,
70,Correct_Rationale_1,Si George Washington ang unang Pangulo ng Estados Unidos.,
70,Wrong_Answer_1,John Adams,
70,Wrong_Rationale_1,Si John Adams ang unang Pangalawang Pangulo at pangalawang Pangulo.,
70,Wrong_Answer_2,Thomas Jefferson,
70,Wrong_Rationale_2,Si Thomas Jefferson ang ikatlong Pangulo.,
70,Wrong_Answer_3,Alexander Hamilton,
70,Wrong_Rationale_3,Si Alexander Hamilton ang unang Kalihim ng Pananalapi ngunit hindi kailanman naging Pangulo.,
71,Question,Anong teritoryo ang binili ng Estados Unidos mula sa Pransya noong 1803?,
71,Correct_Answer_1,ang Teritoryo ng Louisiana,
71,Correct_Rationale_1,Ang Pagbili ng Louisiana ay nagdoble sa laki ng Estados Unidos.,
71,Correct_Answer_2,Louisiana,
71,Correct_Rationale_2,Ang Teritoryo ng Louisiana ay binili mula sa Pransya noong 1803.,
71,Wrong_Answer_1,Alaska,
71,Wrong_Rationale_1,"Ang Alaska ay binili mula sa Russia, hindi mula sa Pransya, noong 1867.",
71,Wrong_Answer_2,Florida,
71,Wrong_Rationale_2,Ang Florida ay ipinasa ng Spain noong 1819.,
71,Wrong_Answer_3,Texas,
71,Wrong_Rationale_3,Ang Texas ay inannekso noong 1845 matapos maging isang malayang republika.,
72,Question,Magbanggit ng isang digmaan na nilabanan ng Estados Unidos noong 1800s.,
72,Correct_Answer_1,Digmaan ng 1812,
72,Correct_Rationale_1,Ang Digmaan ng 1812 ay nilabanan ng Estados Unidos at Britanya.,
72,Correct_Answer_2,Digmaang Mexicano-Amerikano,
72,Correct_Rationale_2,Ang Digmaang Mexicano-Amerikano ay naganap mula 1846 hanggang 1848.,
72,Correct_Answer_3,Digmaang Sibil,
72,Correct_Rationale_3,Ang Digmaang Sibil ng Amerika ay naganap mula 1861 hanggang 1865.,
72,Correct_Answer_4,Digmaang Espanyol-Amerikano,
72,Correct_Rationale_4,Ang Digmaang Espanyol-Amerikano ay naganap noong 1898.,
72,Wrong_Answer_1,"Digmaang Rebolusyonaryo, Unang Digmaang Pandaigdig, Ikalawang Digmaang Pandaigdig, Digmaang Koreano",
72,Wrong_Rationale_1,"Ang Digmaang Rebolusyonaryo ay naganap noong 1700s (1775-1783), hindi noong 1800s. Ang Unang Digmaang Pandaigdig ay naganap noong 1900s (1914-1918). Ang Ikalawang Digmaang Pandaigdig ay naganap noong 1900s (1939-1945). Ang Digmaang Koreano ay naganap noong 1900s (1950-1953). Wala sa mga digmaang ito ang naganap noong 1800s.",
72,Wrong_Answer_2,"Digmaang Vietnam, Digmaang Golpo, Digmaang Iraq, Digmaang Afghanistan",
72,Wrong_Rationale_2,Ang Digmaang Vietnam ay naganap noong 1900s (1955-1975). Ang Digmaang Golpo ay naganap noong 1900s (1991). Nagsimula ang Digmaang Iraq noong 2003. Nagsimula ang Digmaang Afghanistan noong 2001. Lahat ng mga labang ito ay naganap matapos ang 1800s.,
72,Wrong_Answer_3,"Digmaang Pranses at Indio, Digmaang Hari Philip, Pag-aaklas ni Bacon, Digmaang Pontiac",
72,Wrong_Rationale_3,Ang Digmaang Pranses at Indio ay naganap noong 1700s (1754-1763). Ang Digmaang Hari Philip ay naganap noong 1600s (1675-1676). Naganap ang Pag-aaklas ni Bacon noong 1676. Ang Digmaang Pontiac ay naganap noong 1760s. Lahat ng mga labang ito ay naganap bago ang 1800s.,
73,Question,Pangalanan ang digmaan sa U.S. sa pagitan ng Hilaga at Timog.,
73,Correct_Answer_1,ang Digmaang Sibil,
73,Correct_Rationale_1,,
73,Correct_Answer_2,ang Digmaan sa pagitan ng mga Estado,
73,Correct_Rationale_2,Ito ay isang terminong karaniwang ginamit sa mga estadong timog.,
73,Wrong_Answer_1,"ang Digmaang Rebolusyonaryo, ang Digmaan ng 1812",
73,Wrong_Rationale_1,"Ang Digmaang Rebolusyonaryo ay nilabanan sa pagitan ng mga kolonya ng Amerika at ng Gran Britanya, hindi sa pagitan ng Hilaga at Timog. Ang Digmaan ng 1812 ay nilabanan sa pagitan ng Estados Unidos at ng Gran Britanya, hindi isang panloob na labanan.",
73,Wrong_Answer_2,"Unang Digmaang Pandaigdig, Ikalawang Digmaang Pandaigdig",
73,Wrong_Rationale_2,"Ang Unang Digmaang Pandaigdig ay isang pandaigdigang labanan na kinasasangkutan ng maraming bansa, hindi isang digmaan sa pagitan ng Hilaga at Timog. Ang Ikalawang Digmaang Pandaigdig ay isang pandaigdigang labanan sa pagitan ng mga Alyado, kabilang ang U.S., at mga kapangyarihan ng Axis, hindi isang panloob na digmaang Amerikano.",
73,Wrong_Answer_3,"ang Digmaang Amerikano-Mexicano, ang Digmaang Espanyol-Amerikano",
73,Wrong_Rationale_3,"Ang Digmaang Amerikano-Mexicano ay nilabanan sa pagitan ng Estados Unidos at Mexico, hindi sa pagitan ng Hilaga at Timog. Ang Digmaang Espanyol-Amerikano ay nilabanan sa pagitan ng Estados Unidos at Espanya, hindi isang panloob na labanan sa pagitan ng mga rehiyon.",
74,Question,Banggitin ang isang problema na humantong sa Digmaang Sibil.,
74,Correct_Answer_1,pagkaalipin,
74,Correct_Rationale_1,Ang pagkakaroon ng pagkaalipin ang pinakapangunahing at sentrong dahilan ng alitan sa pagitan ng Hilaga at Timog.,
74,Correct_Answer_2,mga dahilan sa ekonomiya,
74,Correct_Rationale_2,May malalaking pagkakaiba at alitan sa ekonomiya sa pagitan ng industriyal na Hilaga at agrikultural na Timog.,
74,Correct_Answer_3,mga karapatan ng mga estado,
74,Correct_Rationale_3,Nagkaroon ng malaking debate tungkol sa karapatan ng mga estado na magpasya sa kanilang sariling usapin laban sa kapangyarihan ng pamahalaang pederal.,
74,Wrong_Answer_1,"digmaan laban sa Inglatera, pagkakaibang panrelihiyon, mga pagtatalo tungkol sa langis",
74,Wrong_Rationale_1,"Ang labanan laban sa Inglatera ay naging sanhi ng Rebolusyonaryong Digmaan at Digmaan ng 1812, hindi ng Digmaang Sibil. Bagama’t naging salik ang relihiyon, hindi ito pangunahing sanhi ng Digmaang Sibil. Ang malakihang industriya ng langis sa U.S. ay umunlad pagkatapos ng Digmaang Sibil, kaya’t ang mga pagtatalo tungkol sa langis ay hindi naging sanhi.",
74,Wrong_Answer_2,"pagpapalawak ng teritoryo, mga isyu sa imigrasyon, mga pagtatalo sa kalakalan sa ibang bansa",
74,Wrong_Rationale_2,"Bagama’t pinagtalunan ang pagpapalawak ng teritoryo, ang pangunahing isyu ay kung papayagan ba ang pagkaalipin sa mga bagong teritoryo. Hindi pangunahing sanhi ang imigrasyon ng Digmaang Sibil. Ang mga pagtatalo sa kalakalan sa ibang bansa ay hindi malaking salik na nagdulot ng Digmaang Sibil.",
74,Wrong_Answer_3,"mga pagtatalo tungkol sa ginto, mga alitan sa Katutubong Amerikano, mga hindi pagkakasundo tungkol sa Konstitusyon",
74,Wrong_Rationale_3,"Ang mga pagtuklas ng ginto ay nangyari pangunahin sa Kanluran at hindi naging pangunahing sanhi ng alitan sa pagitan ng Hilaga at Timog. Ang mga alitan sa Katutubong Amerikano ay nagpapatuloy ngunit hindi naging sanhi ng Digmaang Sibil. Mayroon mang mga hindi pagkakasundo tungkol sa Konstitusyon, ngunit nakatuon ito sa pagkaalipin at karapatan ng mga estado.",
75,Question,Ano ang isang mahalagang bagay na ginawa ni Abraham Lincoln?,
75,Correct_Answer_1,pinalaya ang mga alipin (Proklamasyon ng Emansipasyon),
75,Correct_Rationale_1,"Sa panahon ng digmaan, inilabas niya ang Proklamasyon ng Emansipasyon na nagpalaya sa mga alipin sa Konpederasyon.",
75,Correct_Answer_2,iniligtas (o pinanatili) ang Unyon,
75,Correct_Rationale_2,Pinigilan niya ang paghihiwalay ng Timog at pinanatili ang Estados Unidos bilang isang bansa.,
75,Correct_Answer_3,pinamunuan ang Estados Unidos sa panahon ng Digmaang Sibil,
75,Correct_Rationale_3,"Pinamunuan niya ang Unyon bilang pangulo sa pinakamalaking krisis ng bansa, ang Digmaang Sibil.",
75,Wrong_Answer_1,"sumulat ng Deklarasyon ng Kalayaan, naging unang pangulo, nagbigay ng karapatang bumoto sa kababaihan",
75,Wrong_Rationale_1,"Ang Deklarasyon ng Kalayaan ay isinulat ni Thomas Jefferson, hindi ni Abraham Lincoln. Ang unang pangulo ay si George Washington, hindi si Lincoln. Ang karapatang bumoto ng mga kababaihan ay nakamit sa ika-19 na susog noong 1920, matagal matapos mamatay si Lincoln noong 1865.",
75,Wrong_Answer_2,"itinatag ang Partido Republikano, itinayo ang transcontinental na riles, nadiskubre ang kuryente",
75,Wrong_Rationale_2,"Bagama't si Lincoln ay isang Republikano, ang partido ay naitatag noong 1854 bago ang kanyang pagkapangulo. Ang transcontinental na riles ay itinayo ng mga pribadong kumpanya na may suporta ng pamahalaan, hindi direktang ni Lincoln. Ang kuryente ay natuklasan at pinag-aralan ng mga siyentipiko tulad ni Benjamin Franklin, hindi ni Lincoln.",
75,Wrong_Answer_3,"sumulat ng Konstitusyon, naging Mahistrado ng Korte Suprema, imbento ang telepono",
75,Wrong_Rationale_3,"Ang Konstitusyon ay pangunahing isinulat ni James Madison at iba pang mga tagapagtatag, hindi ni Lincoln. Hindi kailanman naging Mahistrado ng Korte Suprema si Lincoln; siya ay naging pangulo. Ang telepono ay naimbento ni Alexander Graham Bell noong 1876, matapos ang pagkamatay ni Lincoln.",
76,Question,Ano ang ginawa ng Proklamasyon ng Emansipasyon?,
76,Correct_Answer_1,pinalaya ang mga alipin,
76,Correct_Rationale_1,Ang Proklamasyon ng Emansipasyon ay nagdeklara ng kalayaan para sa mga inalipin.,
76,Correct_Answer_2,pinalaya ang mga alipin sa Confederacy,
76,Correct_Rationale_2,"Partikular, pinalaya nito ang mga alipin sa mga estadong naghimagsik (Confederacy).",
76,Correct_Answer_3,pinalaya ang mga alipin sa mga estadong Confederate,
76,Correct_Rationale_3,Ang proklamasyon ay inilapat sa mga alipin sa mga estadong humiwalay sa Unyon.,
76,Correct_Answer_4,pinalaya ang mga alipin sa karamihan ng mga estadong Timog,
76,Correct_Rationale_4,Pinalaya nito ang mga alipin sa mga estadong rebelde sa Timog noong Digmaang Sibil.,
76,Wrong_Answer_1,"pinalaya ang lahat ng alipin, idineklara ang kalayaan mula sa Britanya",
76,Wrong_Rationale_1,"Sa teknikal na paraan, hindi pinalaya ng Proklamasyon ng Emansipasyon ang mga alipin sa mga border states na nanatili sa Unyon; ang Ika-13 na Amyenda ang tumapos sa prosesong iyon. Ang deklarasyon ng kalayaan mula sa Britanya ay ginawa ng Deklarasyon ng Kalayaan noong 1776, hindi ng Proklamasyon ng Emansipasyon.",
76,Wrong_Answer_2,"nagbigay ng karapatan sa kababaihan na bumoto, tinapos ang Digmaang Sibil",
76,Wrong_Rationale_2,"Ang karapatang bumoto ng kababaihan ay nakamit sa pamamagitan ng Ika-19 na Amyenda noong 1920, hindi ng Proklamasyon ng Emansipasyon. Habang ang Proklamasyon ng Emansipasyon ay inilabas noong Digmaang Sibil, hindi nito tinapos ang digmaan; nagpatuloy ang digmaan hanggang 1865.",
76,Wrong_Answer_3,"itinatag ang Konstitusyon, nilikha ang Bill of Rights",
76,Wrong_Rationale_3,"Itinatag ang Konstitusyon noong 1787, matagal bago ang Proklamasyon ng Emansipasyon noong 1863. Ang Bill of Rights ay nilikha bilang unang sampung amyenda sa Konstitusyon noong 1791, na mas maaga rin kaysa sa Proklamasyon ng Emansipasyon.",
77,Question,Ano ang ginawa ni Susan B. Anthony?,
77,Correct_Answer_1,lumaban para sa karapatan ng kababaihan,
77,Correct_Rationale_1,Isa siyang mahalagang pinuno sa kilusan para sa karapatang bumoto ng kababaihan.,
77,Correct_Answer_2,lumaban para sa mga karapatang sibil,
77,Correct_Rationale_2,Ang karapatan ng kababaihan ay bahagi ng mas malawak na kilusan para sa mga karapatang sibil.,
77,Correct_Answer_3,lumaban para sa karapatan ng kababaihan na bumoto,
77,Correct_Rationale_3,Isa siyang pinuno sa kilusan upang matiyak ang karapatan ng kababaihan na bumoto.,
77,Wrong_Answer_1,"ang unang babae na nahalal sa Senado, naging nars noong Digmaang Sibil",
77,Wrong_Rationale_1,"Nagtalaga siya ng buong buhay niya para sa karapatan ng kababaihan na bumoto ngunit hindi na siya nabuhay upang makita itong mangyari. Ang tanyag na nars mula sa panahon ng Digmaang Sibil ay si Clara Barton, na nagtatag ng American Red Cross, hindi si Susan B. Anthony.",
77,Wrong_Answer_2,"lumagda sa Proklamasyon ng Emansipasyon, naging unang babaeng Pangulo",
77,Wrong_Rationale_2,"Ang Proklamasyon ng Emansipasyon ay isang utos na ipinatupad ni Pangulong Abraham Lincoln, hindi ni Susan B. Anthony. Wala pang naging babaeng Pangulo sa kasaysayan ng U.S., at nabuhay si Anthony noong ika-19 na siglo kung saan hindi pa makakaboto ang mga kababaihan.",
77,Wrong_Answer_3,"nagtatag ng American Red Cross, sumulat ng Deklarasyon ng Kalayaan",
77,Wrong_Rationale_3,"Ang American Red Cross ay itinatag ni Clara Barton, hindi ni Susan B. Anthony. Ang Deklarasyon ng Kalayaan ay isinulat nina Thomas Jefferson at iba pang founding fathers noong 1776, matagal bago ipinanganak si Anthony noong 1820.",
78,Question,Banggitin ang isang digmaan na nilahukan ng Estados Unidos noong 1900s.,
78,Correct_Answer_1,Unang Digmaang Pandaigdig,
78,Correct_Rationale_1,Pumasok ang Estados Unidos sa digmaan noong 1917.,
78,Correct_Answer_2,Ikalawang Digmaang Pandaigdig,
78,Correct_Rationale_2,Pumasok ang Estados Unidos sa digmaan matapos ang pag-atake sa Pearl Harbor noong 1941.,
78,Correct_Answer_3,Digmaang Koreano,
78,Correct_Rationale_3,Nagsimula ang digmaang ito noong 1950.,
78,Correct_Answer_4,Digmaang Vietnam,
78,Correct_Rationale_4,Nangyari ang digmaang ito noong 1960s at 1970s.,
78,Correct_Answer_5,Digmaang Golpo (Persian),
78,Correct_Rationale_5,Nangyari ang digmaang ito noong 1991.,
78,Wrong_Answer_1,"Digmaang Sibil, Rebolusyonaryong Digmaan, Digmaang Mexicano-Amerikano, Digmaan ng 1812, Digmaang Espanyol-Amerikano",
78,Wrong_Rationale_1,"Ang Digmaang Sibil ay nangyari noong 1800s (1861-1865), hindi 1900s. Ang Rebolusyonaryong Digmaan ay noong 1700s (1775-1783). Ang Digmaang Mexicano-Amerikano ay noong 1800s (1846-1848). Ang Digmaan ng 1812 ay naganap noong unang bahagi ng 1800s. Ang Digmaang Espanyol-Amerikano ay noong 1898, teknikal na 1800s.",
78,Wrong_Answer_2,"Digmaang Pranses at Indio, Digmaan ni Haring Philip, Pag-aalsa ni Bacon, Pag-aalsa ni Shays, Pag-aalsa ng Whisky",
78,Wrong_Rationale_2,Ang Digmaang Pranses at Indio ay naganap noong 1750s-1760s. Ang Digmaan ni Haring Philip ay noong 1670s. Ang Pag-aalsa ni Bacon ay noong 1676. Ang Pag-aalsa ni Shays ay noong 1780s. Ang Pag-aalsa ng Whisky ay noong 1790s. Lahat ng mga labang ito ay bago pa ang 1900s.,
78,Wrong_Answer_3,"Mga Digmaang Napoleonic, Digmaang Crimean, Digmaang Franco-Prussian, Mga Digmaang Boer, Digmaang Ruso-Hapones",
78,Wrong_Rationale_3,,
79,Question,Sino ang Pangulo noong Unang Digmaang Pandaigdig?,
79,Correct_Answer_1,(Woodrow) Wilson,
79,Correct_Rationale_1,Si Woodrow Wilson ang pangulo na namuno sa Estados Unidos noong Unang Digmaang Pandaigdig.,
79,Wrong_Answer_1,Franklin Roosevelt,
79,Wrong_Rationale_1,Si Franklin Roosevelt ang pangulo noong Ikalawang Digmaang Pandaigdig.,
79,Wrong_Answer_2,Abraham Lincoln,
79,Wrong_Rationale_2,Si Abraham Lincoln ang pangulo noong Digmaang Sibil.,
79,Wrong_Answer_3,Theodore Roosevelt,
79,Wrong_Rationale_3,Si Theodore Roosevelt ay naging pangulo bago ang Unang Digmaang Pandaigdig.,
80,Question,Sino ang Pangulo noong panahon ng Dakilang Depresyon at Ikalawang Digmaang Pandaigdig?,
80,Correct_Answer_1,(Franklin) Roosevelt,
80,Correct_Rationale_1,Pinamunuan ni Franklin D. Roosevelt ang bansa sa dalawang pambansang krisis na ito.,
80,Wrong_Answer_1,Woodrow Wilson,
80,Wrong_Rationale_1,Si Woodrow Wilson ang Pangulo noong Unang Digmaang Pandaigdig.,
80,Wrong_Answer_2,Herbert Hoover,
80,Wrong_Rationale_2,Si Herbert Hoover ang Pangulo nang magsimula ang Dakilang Depresyon.,
80,Wrong_Answer_3,Harry Truman,
80,Wrong_Rationale_3,Si Harry Truman ang Pangulong nagtapos sa Ikalawang Digmaang Pandaigdig matapos mamatay si Roosevelt.,
81,Question,Sino ang nilabanan ng Estados Unidos sa Ikalawang Digmaang Pandaigdig?,
81,Correct_Answer_1,"Japan, Alemanya, at Italya",
81,Correct_Rationale_1,Ang tatlong bansang ito ang bumuo ng mga Kapangyarihan ng Axis.,
81,Correct_Answer_2,Japan,
81,Correct_Rationale_2,Ang Japan ay isang pangunahing kapangyarihan ng Axis na nilabanan ng U.S.,
81,Correct_Answer_3,Alemanya,
81,Correct_Rationale_3,Ang Alemanya ay isang pangunahing kapangyarihan ng Axis na nilabanan ng U.S.,
81,Correct_Answer_4,Italya,
81,Correct_Rationale_4,Ang Italya ay isang kapangyarihan ng Axis na nilabanan ng U.S.,
81,Wrong_Answer_1,ang Unyong Sobyet,
81,Wrong_Rationale_1,"Ang Unyong Sobyet ay kakampi ng Estados Unidos noong Ikalawang Digmaang Pandaigdig, hindi kalaban.",
81,Wrong_Answer_2,Gran Bretaña,
81,Wrong_Rationale_2,"Ang Gran Bretaña ay isang pangunahing kakampi ng Estados Unidos noong Ikalawang Digmaang Pandaigdig, hindi kalaban.",
81,Wrong_Answer_3,Pransya,
81,Wrong_Rationale_3,"Ang Pransya ay pinalaya ng Estados Unidos at ng mga kakampi nito noong Ikalawang Digmaang Pandaigdig, hindi kalaban.",
82,Question,"Bago siya naging pangulo, si Eisenhower ay isang heneral. Saang digmaan siya lumahok?",
82,Correct_Answer_1,Ikalawang Digmaang Pandaigdig,
82,Correct_Rationale_1,Si Dwight D. Eisenhower ang Punong Kumander ng Allied Expeditionary Force sa Europa noong Ikalawang Digmaang Pandaigdig.,
82,Wrong_Answer_1,Unang Digmaang Pandaigdig,
82,Wrong_Rationale_1,Nagsilbi si Eisenhower sa loob ng Estados Unidos noong Unang Digmaang Pandaigdig.,
82,Wrong_Answer_2,Digmaang Sibil,
82,Wrong_Rationale_2,Naganap ang Digmaang Sibil bago ipanganak si Eisenhower.,
82,Wrong_Answer_3,Digmaang Vietnam,
82,Wrong_Rationale_3,Ang Digmaang Vietnam ay lumala matapos ang pagkapangulo ni Eisenhower.,
83,Question,"Sa panahon ng Cold War, ano ang pangunahing alalahanin ng Estados Unidos?",
83,Correct_Answer_1,komunismo,
83,Correct_Rationale_1,"Pagkatapos ng Ikalawang Digmaang Pandaigdig, ang pangunahing layunin ng patakarang panlabas ng U.S. ay pigilan ang pagkalat ng komunismo na pinamunuan ng Unyong Sobyet.",
83,Wrong_Answer_1,pagbabago ng klima,
83,Wrong_Rationale_1,Ang pagbabago ng klima ay kamakailan lamang naging isang malaking alalahanin sa pandaigdig.,
83,Wrong_Answer_2,kolonyalismo,
83,Wrong_Rationale_2,"Bagama’t ang Cold War ay naganap kasabay ng panahon ng dekolonisasyon, ang pangunahing alalahanin ng U.S. ay komunismo.",
83,Wrong_Answer_3,Ang Dakilang Depresyon,
83,Wrong_Rationale_3,"Ang Dakilang Depresyon ang pangunahing isyu noong dekada 1930, bago ang Cold War.",
84,Question,Anong kilusan ang nagtangkang wakasan ang diskriminasyong lahi?,
84,Correct_Answer_1,kilusang karapatang sibil,
84,Correct_Rationale_1,Ang kilusang karapatang sibil noong dekada 1950 at 1960 ay nagsikap na wakasan ang legal at panlipunang diskriminasyon laban sa mga Aprikano-Amerikano.,
84,Wrong_Answer_1,kilusang pagpipigil sa alak,
84,Wrong_Rationale_1,Ang kilusang pagpipigil sa alak ay isang kilusang panlipunan upang ipagbawal ang pag-inom ng alak.,
84,Wrong_Answer_2,kilusan para sa karapatang bumoto ng kababaihan,
84,Wrong_Rationale_2,Ang kilusan para sa karapatang bumoto ng kababaihan ay nakatuon sa pagkakaroon ng karapatang bumoto para sa mga babae.,
84,Wrong_Answer_3,kilusang kontra-digmaan,
84,Wrong_Rationale_3,"Ang kilusang kontra-digmaan ay nakatuon sa pagtutol sa isang tiyak na digmaan, partikular ang Digmaang Vietnam.",
85,Question,"Ano ang ginawa ni Martin Luther King, Jr.?",
85,Correct_Answer_1,lumaban para sa mga karapatang sibil,
85,Correct_Rationale_1,Siya ay isang tanyag na lider ng kilusang karapatang sibil na lumaban sa diskriminasyon sa lahi sa pamamagitan ng mapayapang paglaban.,
85,Correct_Answer_2,nagtrabaho para sa pagkakapantay-pantay ng lahat ng Amerikano,
85,Correct_Rationale_2,Ang kanyang layunin ay lumikha ng isang lipunan kung saan ang mga tao ng lahat ng lahi ay pantay na tinatrato.,
85,Wrong_Answer_1,"siya ang unang Black na Pangulo, naging senador ng U.S.",
85,Wrong_Rationale_1,"Ang unang Black na Pangulo ng Estados Unidos ay si Barack Obama, hindi si Martin Luther King, Jr. Si Martin Luther King, Jr. ay isang ministro at aktibista, hindi isang halal na opisyal tulad ng isang senador ng U.S.",
85,Wrong_Answer_2,"lumaban para palayain ang mga alipin, itinatag ang NAACP",
