ID,DataName,ar
72,Wrong_Rationale_1,"حرب الاستقلال دارت في القرن الثامن عشر (1775-1783)، وليس في القرن التاسع عشر. الحرب العالمية الأولى دارت في القرن العشرين (1914-1918). الحرب العالمية الثانية دارت في القرن العشرين (1939-1945). الحرب الكورية دارت في القرن العشرين (1950-1953). لم تحدث أي من هذه الحروب في القرن التاسع عشر."
72,Wrong_Answer_2,"حرب فيتنام، حرب الخليج، حرب العراق، حرب أفغانستان"
72,Wrong_Rationale_2,حرب فيتنام دارت في القرن العشرين (1955-1975). حرب الخليج دارت في القرن العشرين (1991). بدأت حرب العراق عام 2003. بدأت حرب أفغانستان عام 2001. جميع هذه النزاعات وقعت بعد القرن التاسع عشر بكثير.
72,Wrong_Answer_3,"حرب الفرنسيين والهنود، حرب الملك فيليب، تمرد بيكون، حرب بونتياك"
72,Wrong_Rationale_3,دارت حرب الفرنسيين والهنود في القرن الثامن عشر (1754-1763). وقعت حرب الملك فيليب في القرن السابع عشر (1675-1676). حدث تمرد بيكون عام 1676. دارت حرب بونتياك في ستينيات القرن الثامن عشر. جميع هذه النزاعات حدثت قبل القرن التاسع عشر.
73,Question,سمِّ الحرب الأميركية بين الشمال والجنوب.
73,Correct_Answer_1,الحرب الأهلية
73,Correct_Rationale_1,
73,Correct_Answer_2,حرب بين الولايات
73,Correct_Rationale_2,كان هذا مصطلحًا يُستخدم عادةً في الولايات الجنوبية.
73,Wrong_Answer_1,"حرب الاستقلال، حرب 1812"
73,Wrong_Rationale_1,"حُرِبت حرب الاستقلال بين المستعمرات الأميركية وبريطانيا العظمى، وليس بين الشمال والجنوب. وحرب 1812 كانت بين الولايات المتحدة وبريطانيا العظمى، وليست صراعًا داخليًا."
73,Wrong_Answer_2,"الحرب العالمية الأولى، الحرب العالمية الثانية"
73,Wrong_Rationale_2,"كانت الحرب العالمية الأولى صراعًا عالميًا شاركت فيه العديد من الدول، وليست حربًا بين الشمال والجنوب. وكانت الحرب العالمية الثانية صراعًا عالميًا بين الحلفاء، بما فيهم الولايات المتحدة، ودول المحور، وليست حربًا داخلية أميركية."
73,Wrong_Answer_3,"الحرب المكسيكية الأميركية، الحرب الإسبانية الأميركية"
73,Wrong_Rationale_3,"دارت الحرب المكسيكية الأميركية بين الولايات المتحدة والمكسيك، وليست بين الشمال والجنوب. ودارت الحرب الإسبانية الأميركية بين الولايات المتحدة وإسبانيا، وليست صراعًا داخليًا بين المناطق."
74,Question,اذكر مشكلة واحدة أدت إلى الحرب الأهلية.
74,Correct_Answer_1,العبودية
74,Correct_Rationale_1,وجود العبودية كان السبب الأساسي والمحوري للصراع بين الشمال والجنوب.
74,Correct_Answer_2,أسباب اقتصادية
74,Correct_Rationale_2,كانت هناك اختلافات وصراعات اقتصادية كبيرة بين الشمال الصناعي والجنوب الزراعي.
74,Correct_Answer_3,حقوق الولايات
74,Correct_Rationale_3,كان هناك جدل كبير حول حقوق الولايات في تقرير قضاياها مقابل سلطة الحكومة الفيدرالية.
74,Wrong_Answer_1,"الحرب مع إنجلترا، الخلافات الدينية، النزاعات حول النفط"
74,Wrong_Rationale_1,"كان الصراع مع إنجلترا سببًا في حرب الاستقلال وحرب عام 1812، وليس الحرب الأهلية. بينما كانت الديانة عاملًا في الصراع، لم تكن سببًا رئيسيًا للحرب الأهلية. تطورت صناعة النفط واسعة النطاق في الولايات المتحدة بعد الحرب الأهلية، لذا لم تكن النزاعات حول النفط سببًا."
74,Wrong_Answer_2,"التوسع الإقليمي، قضايا الهجرة، النزاعات التجارية الخارجية"
74,Wrong_Rationale_2,"رغم أنه تمت مناقشة التوسع الإقليمي، إلا أن القضية الجوهرية كانت ما إذا كانت الأراضي الجديدة ستسمح بالعبودية. لم تكن الهجرة سببًا رئيسيًا للحرب الأهلية. لم تكن النزاعات التجارية الخارجية عاملاً رئيسيًا أدى إلى الحرب الأهلية."
74,Wrong_Answer_3,"النزاعات حول الذهب، الصراعات مع الأمريكيين الأصليين، الخلافات حول الدستور"
74,Wrong_Rationale_3,"حدثت اكتشافات الذهب بشكل رئيسي في الغرب ولم تكن سببًا رئيسيًا للصراع بين الشمال والجنوب. كانت الصراعات مع الأمريكيين الأصليين مستمرة ولكن لم تكن سببًا للحرب الأهلية. كانت هناك خلافات دستورية، لكنها كانت تتمحور حول العبودية وحقوق الولايات."
75,Question,ما هو الشيء المهم الذي فعله أبراهام لنكولن؟
75,Correct_Answer_1,حرر العبيد (إعلان التحرير)
75,Correct_Rationale_1,"خلال الحرب، أصدر إعلان التحرير الذي حرر العبيد في الكونفدرالية."
75,Correct_Answer_2,أنقذ (أو حافظ على) الاتحاد
75,Correct_Rationale_2,منع انفصال الجنوب وأبقى الولايات المتحدة كأمة واحدة.
75,Correct_Answer_3,قاد الولايات المتحدة خلال الحرب الأهلية
75,Correct_Rationale_3,"قاد الاتحاد كرئيس خلال أعظم أزمة للأمة، الحرب الأهلية."
75,Wrong_Answer_1,"كتب إعلان الاستقلال، كان أول رئيس، أعطى النساء حق التصويت"
75,Wrong_Rationale_1,"إعلان الاستقلال كُتب بواسطة توماس جيفرسون، وليس أبراهام لنكولن. أول رئيس كان جورج واشنطن، وليس لنكولن. حق المرأة في التصويت تم تأمينه بالتعديل التاسع عشر عام 1920، بعد وفاة لنكولن في 1865 بوقت طويل."
75,Wrong_Answer_2,"أسس الحزب الجمهوري، بنى السكك الحديدية العابرة للقارات، اكتشف الكهرباء"
75,Wrong_Rationale_2,"على الرغم من أن لنكولن كان جمهورياً، إلا أن الحزب تأسس عام 1854 قبل رئاسته. تم بناء السكك الحديدية العابرة للقارات بواسطة شركات خاصة بدعم من الحكومة، وليس مباشرة بواسطة لنكولن. الكهرباء تم اكتشافها ودراستها من قبل علماء مثل بنجامين فرانكلين، وليس لنكولن."
75,Wrong_Answer_3,"كتب الدستور، كان قاضياً في المحكمة العليا، اخترع الهاتف"
75,Wrong_Rationale_3,"الدستور تمت كتابته بشكل أساسي بواسطة جيمس ماديسون وآباء مؤسسين آخرين، وليس لنكولن. لم يكن لنكولن قاضياً في المحكمة العليا أبداً؛ كان رئيساً. الهاتف اخترعه ألكسندر غراهام بيل عام 1876 بعد وفاة لنكولن."
76,Question,ماذا فعل إعلان تحرير العبيد؟
76,Correct_Answer_1,حرر العبيد
76,Correct_Rationale_1,أعلن إعلان تحرير العبيد حرية المستعبدين.
76,Correct_Answer_2,حرر العبيد في الكونفدرالية
76,Correct_Rationale_2,"على وجه التحديد، حرر العبيد في الولايات التي كانت في تمرد (الكونفدرالية)."
76,Correct_Answer_3,حرر العبيد في الولايات الكونفدرالية
76,Correct_Rationale_3,انطبق الإعلان على العبيد في الولايات التي انفصلت عن الاتحاد.
76,Correct_Answer_4,حرر العبيد في معظم الولايات الجنوبية
76,Correct_Rationale_4,حرر العبيد في الولايات الجنوبية المتمردة خلال الحرب الأهلية.
76,Wrong_Answer_1,"حرر جميع العبيد، أعلن الاستقلال عن بريطانيا"
76,Wrong_Rationale_1,"تقنيًا، لم يحرر إعلان تحرير العبيد العبيد في الولايات الحدودية التي بقيت في الاتحاد؛ التعديل الثالث عشر أكمل تلك العملية. إعلان الاستقلال عن بريطانيا تم بواسطة إعلان الاستقلال في 1776، وليس إعلان تحرير العبيد."
76,Wrong_Answer_2,"منح النساء حق التصويت، أنهى الحرب الأهلية"
76,Wrong_Rationale_2,"تحقق حق المرأة في التصويت بموجب التعديل التاسع عشر عام 1920، وليس إعلان تحرير العبيد. بينما صدر إعلان تحرير العبيد خلال الحرب الأهلية، لم ينهِ الحرب؛ استمرت الحرب حتى عام 1865."
76,Wrong_Answer_3,"أسس الدستور، أنشأ وثيقة الحقوق"
76,Wrong_Rationale_3,"تم إنشاء الدستور عام 1787، قبل وقت طويل من إعلان تحرير العبيد عام 1863. وتم إنشاء وثيقة الحقوق كأول عشرة تعديلات على الدستور عام 1791، أيضًا قبل إعلان تحرير العبيد."
77,Question,ماذا فعلت سوزان ب. أنطوني؟
77,Correct_Answer_1,ناضلت من أجل حقوق المرأة
77,Correct_Rationale_1,كانت زعيمة محورية في حركة حق المرأة في التصويت.
77,Correct_Answer_2,ناضلت من أجل الحقوق المدنية
77,Correct_Rationale_2,حقوق المرأة جزء من الحركة الأوسع للحقوق المدنية.
77,Correct_Answer_3,ناضلت من أجل حق المرأة في التصويت
77,Correct_Rationale_3,كانت قائدة في الحركة لتأمين حق المرأة في التصويت.
77,Wrong_Answer_1,"كانت أول امرأة تُنتخب لمجلس الشيوخ، وكانت ممرضة في الحرب الأهلية"
77,Wrong_Rationale_1,"ناضلت طوال حياتها من أجل حق المرأة في التصويت لكنها لم تعش لترى النساء يصوتن أو يتولين المناصب. الممرضة الشهيرة من عصر الحرب الأهلية هي كلارا بارتون، التي أسست الصليب الأحمر الأمريكي، وليس سوزان ب. أنطوني."
77,Wrong_Answer_2,"وقعت على إعلان تحرير العبيد، وكانت أول رئيسة"
77,Wrong_Rationale_2,"إعلان تحرير العبيد كان أمرًا تنفيذيًا أصدره الرئيس أبراهام لنكولن، وليس سوزان ب. أنطوني. لم يكن هناك أبدًا رئيسة في تاريخ الولايات المتحدة، وعاشت أنطوني في القرن التاسع عشر حين لم يكن يُسمح للنساء بالتصويت."
77,Wrong_Answer_3,"أسست الصليب الأحمر الأمريكي، وكتبت إعلان الاستقلال"
77,Wrong_Rationale_3,"الصليب الأحمر الأمريكي تأسس على يد كلارا بارتون، وليس سوزان ب. أنطوني. إعلان الاستقلال كتبه توماس جيفرسون وآباء مؤسسون آخرون عام 1776، أي قبل ولادة أنطوني في 1820 بوقت طويل."
78,Question,اذكر حربًا واحدة خاضتها الولايات المتحدة في القرن العشرين.
78,Correct_Answer_1,الحرب العالمية الأولى
78,Correct_Rationale_1,دخلت الولايات المتحدة الحرب في عام 1917.
78,Correct_Answer_2,الحرب العالمية الثانية
78,Correct_Rationale_2,دخلت الولايات المتحدة الحرب بعد الهجوم على بيرل هاربور عام 1941.
78,Correct_Answer_3,الحرب الكورية
78,Correct_Rationale_3,بدأت هذه الحرب عام 1950.
78,Correct_Answer_4,حرب فيتنام
78,Correct_Rationale_4,وقعت هذه الحرب خلال الستينيات والسبعينيات.
78,Correct_Answer_5,حرب الخليج (الفارسي)
78,Correct_Rationale_5,وقعت هذه الحرب عام 1991.
78,Wrong_Answer_1,"الحرب الأهلية، حرب الاستقلال، الحرب المكسيكية الأمريكية، حرب 1812، الحرب الإسبانية الأمريكية"
78,Wrong_Rationale_1,"الحرب الأهلية وقعت في القرن التاسع عشر (1861-1865) وليس القرن العشرين. حرب الاستقلال وقعت في القرن الثامن عشر (1775-1783). الحرب المكسيكية الأمريكية وقعت في القرن التاسع عشر (1846-1848). حرب 1812 وقعت في أوائل القرن التاسع عشر. الحرب الإسبانية الأمريكية وقعت عام 1898، تقنيًا في القرن التاسع عشر."
78,Wrong_Answer_2,"حرب الفرنسيين والهنود، حرب الملك فيليب، تمرد بيكون، تمرد شايس، تمرد الويسكي"
78,Wrong_Rationale_2,وقعت حرب الفرنسيين والهنود في خمسينيات وستينيات القرن الثامن عشر. وقعت حرب الملك فيليب في سبعينيات القرن السابع عشر. حدث تمرد بيكون عام 1676. وقعت تمرد شايس في ثمانينيات القرن الثامن عشر. حدث تمرد الويسكي في تسعينيات القرن الثامن عشر. كل هذه الصراعات سبقت القرن العشرين.
78,Wrong_Answer_3,"الحروب النابليونية، حرب القرم، الحرب الفرنسية البروسية، حروب البوير، الحرب الروسية اليابانية"
78,Wrong_Rationale_3,كانت الحروب النابليونية صراعات أوروبية (1803-1815) لم تشارك فيها الولايات المتحدة مباشرة. حرب القرم (185
79,Question,من كان الرئيس خلال الحرب العالمية الأولى؟
79,Correct_Answer_1,(وودرو) ويلسون
79,Correct_Rationale_1,كان وودرو ويلسون الرئيس الذي قاد الولايات المتحدة خلال الحرب العالمية الأولى.
79,Wrong_Answer_1,فرانكلين روزفلت
79,Wrong_Rationale_1,كان فرانكلين روزفلت الرئيس خلال الحرب العالمية الثانية.
79,Wrong_Answer_2,أبراهام لينكون
79,Wrong_Rationale_2,كان أبراهام لينكون الرئيس خلال الحرب الأهلية.
79,Wrong_Answer_3,ثيودور روزفلت
79,Wrong_Rationale_3,شغل ثيودور روزفلت منصب الرئيس قبل الحرب العالمية الأولى.
80,Question,من كان الرئيس خلال الكساد الكبير والحرب العالمية الثانية؟
80,Correct_Answer_1,(فرانكلين) روزفلت
80,Correct_Rationale_1,قاد فرانكلين د. روزفلت البلاد خلال هاتين الأزمتين الوطنيتين.
80,Wrong_Answer_1,وودرو ويلسون
80,Wrong_Rationale_1,كان وودرو ويلسون رئيساً خلال الحرب العالمية الأولى.
80,Wrong_Answer_2,هربرت هوفر
80,Wrong_Rationale_2,كان هربرت هوفر رئيساً عندما بدأ الكساد الكبير.
80,Wrong_Answer_3,هاري ترومان
80,Wrong_Rationale_3,كان هاري ترومان الرئيس الذي أنهى الحرب العالمية الثانية بعد وفاة روزفلت.
81,Question,مع من حاربت الولايات المتحدة في الحرب العالمية الثانية؟
81,Correct_Answer_1,اليابان وألمانيا وإيطاليا
81,Correct_Rationale_1,هذه الدول الثلاث شكلت قوى المحور.
81,Correct_Answer_2,اليابان
81,Correct_Rationale_2,كانت اليابان قوة رئيسية في المحور قاتلتها الولايات المتحدة.
81,Correct_Answer_3,ألمانيا
81,Correct_Rationale_3,كانت ألمانيا قوة رئيسية في المحور قاتلتها الولايات المتحدة.
81,Correct_Answer_4,إيطاليا
81,Correct_Rationale_4,كانت إيطاليا قوة من قوى المحور قاتلتها الولايات المتحدة.
81,Wrong_Answer_1,الاتحاد السوفيتي
81,Wrong_Rationale_1,"كان الاتحاد السوفيتي حليفًا للولايات المتحدة خلال الحرب العالمية الثانية، وليس عدوًا."
81,Wrong_Answer_2,بريطانيا العظمى
81,Wrong_Rationale_2,"كانت بريطانيا العظمى حليفًا رئيسيًا للولايات المتحدة خلال الحرب العالمية الثانية، وليست عدوًا."
81,Wrong_Answer_3,فرنسا
81,Wrong_Rationale_3,"تم تحرير فرنسا من قبل الولايات المتحدة وحلفائها خلال الحرب العالمية الثانية، ولم تكن عدواً."
82,Question,"قبل أن يصبح رئيسًا، كان أيزنهاور جنرالًا. في أي حرب شارك؟"
82,Correct_Answer_1,الحرب العالمية الثانية
82,Correct_Rationale_1,كان دوايت د. أيزنهاور القائد الأعلى لقوات الحلفاء الاستكشافية في أوروبا خلال الحرب العالمية الثانية.
82,Wrong_Answer_1,الحرب العالمية الأولى
82,Wrong_Rationale_1,خدم أيزنهاور في الداخل خلال الحرب العالمية الأولى.
82,Wrong_Answer_2,الحرب الأهلية
82,Wrong_Rationale_2,وقعت الحرب الأهلية قبل ولادة أيزنهاور.
82,Wrong_Answer_3,حرب فيتنام
82,Wrong_Rationale_3,تصاعدت حرب فيتنام بعد رئاسة أيزنهاور.
83,Question,"خلال الحرب الباردة، ما كان الشاغل الرئيسي للولايات المتحدة؟"
83,Correct_Answer_1,الشيوعية
83,Correct_Rationale_1,"بعد الحرب العالمية الثانية، كان التركيز الرئيسي للسياسة الخارجية الأمريكية هو احتواء انتشار الشيوعية بقيادة الاتحاد السوفيتي."
83,Wrong_Answer_1,تغير المناخ
83,Wrong_Rationale_1,تغير المناخ أصبح مؤخرًا فقط مصدر قلق دولي كبير.
83,Wrong_Answer_2,الاستعمار
83,Wrong_Rationale_2,"في حين أن الحرب الباردة تزامنت مع عصر إنهاء الاستعمار، كان الشاغل الأساسي للولايات المتحدة هو الشيوعية."
83,Wrong_Answer_3,الكساد الكبير
83,Wrong_Rationale_3,"كان الكساد الكبير القضية الرئيسية في ثلاثينيات القرن الماضي، قبل الحرب الباردة."
84,Question,ما الحركة التي حاولت إنهاء التمييز العنصري؟
84,Correct_Answer_1,حركة الحقوق المدنية
84,Correct_Rationale_1,عملت حركة الحقوق المدنية في الخمسينيات والستينيات على إنهاء التمييز القانوني والاجتماعي ضد الأمريكيين الأفارقة.
84,Wrong_Answer_1,حركة الاعتدال
84,Wrong_Rationale_1,كانت حركة الاعتدال حركة اجتماعية تهدف إلى حظر استهلاك الكحول.
84,Wrong_Answer_2,حركة حق المرأة في التصويت
84,Wrong_Rationale_2,كان تركيز حركة حق المرأة في التصويت على الحصول على حق التصويت للنساء.
84,Wrong_Answer_3,الحركة المناهضة للحرب
84,Wrong_Rationale_3,"ركزت الحركة المناهضة للحرب على معارضة حرب معينة، وخاصة حرب فيتنام."
85,Question,ماذا فعل مارتن لوثر كينغ جونيور؟
85,Correct_Answer_1,ناضل من أجل الحقوق المدنية
85,Correct_Rationale_1,كان زعيمًا أيقونيًا لحركة الحقوق المدنية التي حاربت التمييز العنصري من خلال المقاومة السلمية.
85,Correct_Answer_2,عمل من أجل المساواة لجميع الأمريكيين
85,Correct_Rationale_2,كان هدفه إنشاء مجتمع يُعامل فيه الناس من جميع الأعراق على قدم المساواة.
85,Wrong_Answer_1,"كان أول رئيس أسود، وكان عضوًا في مجلس الشيوخ الأمريكي"
85,Wrong_Rationale_1,"كان أول رئيس أسود للولايات المتحدة هو باراك أوباما، وليس مارتن لوثر كينغ جونيور. كان مارتن لوثر كينغ جونيور وزيرًا وناشطًا، وليس مسؤولًا منتخبًا مثل عضو مجلس الشيوخ الأمريكي."
85,Wrong_Answer_2,"قاتل لتحرير العبيد، أسس NAACP"
85,Wrong_Rationale_2,"حدثت معركة تحرير العبيد قبل حوالي 100 عام من زمنه، خلال حقبة الحرب الأهلية. تأسست NAACP في عام 1909 على يد W.E.B. Du Bois وآخرين، قبل ولادة كينغ في عام 1929."
85,Wrong_Answer_3,"كان قاضيًا في المحكمة العليا، اخترع الهاتف"
85,Wrong_Rationale_3,"لم يكن مارتن لوثر كينغ جونيور قاضيًا في المحكمة العليا قط؛ كان زعيمًا للحقوق المدنية ووزيرًا. اخترع ألكسندر جراهام بيل الهاتف عام 1876، قبل ولادة كينغ بفترة طويلة."
86,Question,ما الحدث الرئيسي الذي وقع في الولايات المتحدة في 11 سبتمبر 2001؟
86,Correct_Answer_1,هاجم الإرهابيون الولايات المتحدة
86,Correct_Rationale_1,"في هذا اليوم، اختطف إرهابيو القاعدة طائرات وهاجموا مركز التجارة العالمي والبنتاغون ومواقع أخرى."
86,Wrong_Answer_1,تم مهاجمة بيرل هاربور
86,Wrong_Rationale_1,"وقع الهجوم على بيرل هاربور في 7 ديسمبر 1941، مما أدى إلى دخول الولايات المتحدة الحرب العالمية الثانية."
86,Wrong_Answer_2,انهار سوق الأسهم
86,Wrong_Rationale_2,الانهيار الكبير في سوق الأسهم الذي تسبب في الكساد الكبير كان في عام 1929.
86,Wrong_Answer_3,بدأت حرب العراق
86,Wrong_Rationale_3,"بدأت حرب العراق في عام 2003، بعد هجمات 11 سبتمبر."
87,Question,اذكر قبيلة هندية أمريكية واحدة في الولايات المتحدة.
87,Correct_Answer_1,الشيروكي
87,Correct_Rationale_1,الشيروكي قبيلة من السكان الأصليين لأمريكا من جنوب شرق الولايات المتحدة.
87,Correct_Answer_2,النافاهو
87,Correct_Rationale_2,النافاهو قبيلة من السكان الأصليين لأمريكا من جنوب غرب الولايات المتحدة.
87,Correct_Answer_3,السيوكس
87,Correct_Rationale_3,السيوكس قبيلة من السكان الأصليين لأمريكا من منطقة السهول الكبرى.
87,Correct_Answer_4,التشيبوا
87,Correct_Rationale_4,التشيبوا (أوجيبوي) قبيلة من السكان الأصليين لأمريكا من منطقة البحيرات العظمى.
87,Correct_Answer_5,الشوكتو
87,Correct_Rationale_5,الشوكتو قبيلة من السكان الأصليين لأمريكا من جنوب شرق الولايات المتحدة.
87,Correct_Answer_6,البويبلو
87,Correct_Rationale_6,البويبلو قبائل من السكان الأصليين لأمريكا من جنوب غرب الولايات المتحدة.
87,Correct_Answer_7,الأباتشي
87,Correct_Rationale_7,الأباتشي قبيلة من السكان الأصليين لأمريكا من جنوب غرب الولايات المتحدة.
87,Correct_Answer_8,الإيروكوا
87,Correct_Rationale_8,الإيروكوا اتحاد قبائل من السكان الأصليين لأمريكا من شمال شرق الولايات المتحدة.
87,Correct_Answer_9,الكريك
87,Correct_Rationale_9,الكريك (الموسكوجي) قبيلة من السكان الأصليين لأمريكا من جنوب شرق الولايات المتحدة.
87,Correct_Answer_10,بلاكفيت
87,Correct_Rationale_10,قبيلة بلاكفيت هي قبيلة أمريكية أصلية من السهول الكبرى الشمالية.
87,Correct_Answer_11,السيمينول
87,Correct_Rationale_11,السيمينول قبيلة أمريكية أصلية من فلوريدا.
87,Correct_Answer_12,الشايان
87,Correct_Rationale_12,الشايان قبيلة أمريكية أصلية من السهول الكبرى.
87,Correct_Answer_13,الأراواك
87,Correct_Rationale_13,الأراواك كانوا شعوبًا أصلية في منطقة البحر الكاريبي وأمريكا الجنوبية.
87,Correct_Answer_14,الشوني
87,Correct_Rationale_14,الشوني قبيلة أمريكية أصلية من وادي أوهايو.
87,Correct_Answer_15,الموهيغان
87,Correct_Rationale_15,الموهيغان قبيلة أمريكية أصلية من كونيتيكت.
87,Correct_Answer_16,الهورون
87,Correct_Rationale_16,الهورون (الوياندوت) قبيلة أمريكية أصلية من منطقة البحيرات العظمى.
87,Correct_Answer_17,الأونيدا
87,Correct_Rationale_17,الأونيدا قبيلة أمريكية أصلية وجزء من اتحاد الإيروكوا.
87,Correct_Answer_18,لاكوتا
87,Correct_Rationale_18,اللاكوتا قبيلة أمريكية أصلية وجزء من أمة السيوكس.
87,Correct_Answer_19,الكرو
87,Correct_Rationale_19,الكرو قبيلة أمريكية أصلية من السهول الكبرى الشمالية.
87,Correct_Answer_20,التيتون
87,Correct_Rationale_20,التيتون هم فرع من قبيلة لاكوتا سيوكس.
87,Correct_Answer_21,الهوبي
87,Correct_Rationale_21,الهوبي قبيلة أمريكية أصلية من أريزونا.
87,Correct_Answer_22,الإنويت
87,Correct_Rationale_22,الإنويت هم شعوب أصلية من ألاسكا والمناطق القطبية.
87,Wrong_Answer_1,"الإنكا، الأزتك، المايا، الأولمك"
87,Wrong_Rationale_1,كانت حضارة الإنكا تقع بشكل أساسي في أمريكا الجنوبية مثل بيرو. كانت الأزتك حضارة تقع في منطقة المكسيك الحالية. كانت المايا حضارة تقع في أمريكا الوسطى. كانت الأولمك حضارة قديمة في المكسيك. لم تكن أي من هذه القبائل الهندية الأمريكية ضمن الولايات المتحدة الحالية.
87,Wrong_Answer_2,"الزولو، الماساي، اليوروبا، البانتو"
87,Wrong_Rationale_2,الزولو شعب من جنوب إفريقيا. الماساي من شرق إفريقيا (كينيا وتنزانيا). اليوروبا من غرب إفريقيا (نيجيريا). البانتو مجموعة كبيرة من الشعوب من إفريقيا جنوب الصحراء. لا أحد من هؤلاء قبائل هندية أمريكية من الولايات المتحدة.
87,Wrong_Answer_3,"السلتيون، الفايكنج، الساكسونيون، النورمان"
87,Wrong_Rationale_3,كان السلتيون شعوبًا قديمة من أوروبا. كان الفايكنج من الدول الاسكندنافية. كان الساكسونيون شعوبًا جرمانية استقرت في إنجلترا. كان النورمان من شمال فرنسا. لم تكن أي من هذه القبائل الهندية الأمريكية الأصلية من الولايات المتحدة.
88,Question,اذكر واحدًا من أطول نهرين في الولايات المتحدة.
88,Correct_Answer_1,نهر ميسوري
88,Correct_Rationale_1,نهر ميسوري هو أطول نهر في الولايات المتحدة.
88,Correct_Answer_2,نهر المسيسيبي
88,Correct_Rationale_2,نهر المسيسيبي هو ثاني أطول نهر في الولايات المتحدة.
88,Wrong_Answer_1,"نهر النيل، نهر الأمازون"
88,Wrong_Rationale_1,"نهر النيل هو أطول نهر في العالم، يقع في إفريقيا وليس في الولايات المتحدة. نهر الأمازون يقع في أمريكا الجنوبية وليس في الولايات المتحدة."
88,Wrong_Answer_2,"نهر كولورادو، نهر ريو غراندي"
88,Wrong_Rationale_2,"نهر كولورادو هو نهر رئيسي في جنوب غرب الولايات المتحدة، لكنه ليس من أطول نهرين. نهر ريو غراندي يشكل جزءًا من الحدود مع المكسيك لكنه ليس من أطول نهرين."
88,Wrong_Answer_3,"نهر أوهايو، نهر كولومبيا"
88,Wrong_Rationale_3,نهر أوهايو هو رافد رئيسي لنهر المسيسيبي لكنه ليس من أطول نهرين. نهر كولومبيا يتدفق عبر الشمال الغربي الهادئ لكنه ليس من أطول نهرين.
89,Question,ما هو المحيط الذي يقع على الساحل الغربي للولايات المتحدة؟
89,Correct_Answer_1,المحيط الهادئ
89,Correct_Rationale_1,تقع كاليفورنيا وأوريغون وواشنطن على المحيط الهادئ.
89,Wrong_Answer_1,المحيط الأطلسي
89,Wrong_Rationale_1,المحيط الأطلسي يقع على الساحل الشرقي للولايات المتحدة.
89,Wrong_Answer_2,المحيط الهندي
89,Wrong_Rationale_2,المحيط الهندي لا يحد الولايات المتحدة.
89,Wrong_Answer_3,المحيط المتجمد الشمالي
89,Wrong_Rationale_3,المحيط المتجمد الشمالي يحد الساحل الشمالي لألاسكا.
90,Question,ما هو المحيط الذي يقع على الساحل الشرقي للولايات المتحدة؟
90,Correct_Answer_1,المحيط الأطلسي
90,Correct_Rationale_1,نيويورك وفلوريدا وماين تقع على المحيط الأطلسي.
90,Wrong_Answer_1,المحيط الهادئ
90,Wrong_Rationale_1,المحيط الهادئ يقع على الساحل الغربي للولايات المتحدة.
90,Wrong_Answer_2,خليج المكسيك
90,Wrong_Rationale_2,خليج المكسيك يقع على الساحل الجنوبي الشرقي للولايات المتحدة.
90,Wrong_Answer_3,البحر الأبيض المتوسط
90,Wrong_Rationale_3,البحر الأبيض المتوسط يقع بين أوروبا وأفريقيا.
91,Question,اذكر إقليماً من أقاليم الولايات المتحدة.
91,Correct_Answer_1,بورتو ريكو
91,Correct_Rationale_1,
91,Correct_Answer_2,غوام
91,Correct_Rationale_2,
91,Correct_Answer_3,جزر فيرجن الأمريكية
91,Correct_Rationale_3,
91,Correct_Answer_4,ساموا الأمريكية
91,Correct_Rationale_4,
91,Correct_Answer_5,جزر ماريانا الشمالية
91,Correct_Rationale_5,
91,Wrong_Answer_1,"هاواي، ألاسكا، كاليفورنيا، تكساس، فلوريدا"
91,Wrong_Rationale_1,"هاواي هي الولاية الخمسون في الولايات المتحدة، وليست إقليماً. ألاسكا هي الولاية التاسعة والأربعون، وليست إقليماً. كاليفورنيا هي ولاية انضمت إلى الاتحاد عام 1850. تكساس هي ولاية انضمت إلى الاتحاد عام 1845. فلوريدا هي ولاية انضمت إلى الاتحاد عام 1845. كل هذه ولايات وليست أقاليم."
91,Wrong_Answer_2,"الفلبين، كوبا، بنما، المكسيك، كندا"
91,Wrong_Rationale_2,"كانت الفلبين إقليماً تابعاً للولايات المتحدة في الماضي لكنها أصبحت دولة مستقلة منذ 1946. كوبا دولة مستقلة ولم تكن أبداً إقليماً تابعاً للولايات المتحدة. بنما دولة مستقلة، رغم أن الولايات المتحدة سيطرت على منطقة قناة بنما. المكسيك دولة مستقلة. كندا دولة مستقلة."
91,Wrong_Answer_3,"اليابان، كوريا الجنوبية، ألمانيا، المملكة المتحدة، أستراليا"
91,Wrong_Rationale_3,اليابان دولة مستقلة احتلتها الولايات المتحدة بعد الحرب العالمية الثانية لكنها لم تكن أبداً إقليماً. كوريا الجنوبية دولة مستقلة مع وجود عسكري أمريكي لكنها ليست إقليماً. ألمانيا احتُلت بعد الحرب العالمية الثانية لكنها لم تكن إقليماً أمريكياً. المملكة المتحدة دولة مستقلة وقوة استعمارية سابقة. أستراليا دولة مستقلة ولم تكن أبداً إقليماً أمريكياً.
92,Question,اذكر ولاية تحد كندا.
92,Correct_Answer_1,واشنطن
92,Correct_Rationale_1,
92,Correct_Answer_2,ألاسكا
92,Correct_Rationale_2,
92,Correct_Answer_3,نيويورك
92,Correct_Rationale_3,
92,Correct_Answer_4,مونتانا
92,Correct_Rationale_4,
